Updated On,State,Total Tested,Tag (Total Tested),Positive,Negative,Unconfirmed,Cumulative People In Quarantine,Total People Currently in Quarantine,Tag (People in Quarantine),Total People Released From Quarantine,Num Isolation Beds,Num ICU Beds,Num Ventilators,Corona Enquiry Calls,Num Calls State Helpline,Source1,...18,Source2,Test positivity rate,Tests per thousand,Tests per million,Tests per positive case,Population NCP 2019 Projection
13/05/2020,Manipur,1706,Reports Received,2,NA,NA,2519,765,Government,1754,NA,NA,NA,NA,11450,http://nrhmmanipur.org/wp-content/uploads/2020/05/status_130520.jpg,NA,NA,0.12%,4.3,4297,NA,3103000
14/05/2020,Manipur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3103000
16/02/2020,Meghalaya,552,Tested,7,299,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/2463,NA,NA,1.27%,1.39,1390,NA,3224000
17/04/2020,Meghalaya,617,Tested,9,541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://meghalaya.gov.in/megcms/sites/default/files/press_release/CM%20Media%20Brief_0.pdf,NA,NA,1.46%,1.55,1554,NA,3224000
18/04/2020,Meghalaya,738,Tested,11,667,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://meghalayaonline.gov.in/covid/login.htm#,NA,NA,1.49%,1.86,1859,NA,3224000
19/04/2020,Meghalaya,766,Tested,11,678,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://meghalayaonline.gov.in/covid/login.htm#,NA,NA,1.44%,1.93,1929,NA,3224000
20/04/2020,Meghalaya,838,Tested,11,714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://meghalayaonline.gov.in/covid/login.htm#,NA,NA,1.31%,2.11,2111,NA,3224000
21/04/2020,Meghalaya,933,Tested,12,821,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://meghalayaonline.gov.in/covid/login.htm#,NA,NA,1.29%,2.35,2350,NA,3224000
22/04/2020,Meghalaya,1046,Tested,12,904,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://meghalayaonline.gov.in/covid/login.htm#,NA,NA,1.15%,2.63,2635,NA,3224000
23/04/2020,Meghalaya,1109,Tested,12,1000,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://meghalayaonline.gov.in/covid/login.htm#,NA,NA,1.08%,2.79,2793,NA,3224000
24/04/2020,Meghalaya,1130,Tested,12,1048,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://meghalayaonline.gov.in/covid/login.htm#,NA,NA,1.06%,2.85,2846,NA,3224000
25/04/2020,Meghalaya,1169,Tested,12,1097,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://meghalayaonline.gov.in/covid/login.htm#,NA,NA,1.03%,2.94,2945,NA,3224000
27/04/2020,Meghalaya,1254,Tested,12,1182,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://meghalayaonline.gov.in/covid/login.htm#,NA,NA,0.96%,3.16,3159,NA,3224000
28/04/2020,Meghalaya,1382,Tested,12,1202,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ANI/status/1255184343103766532?s=19,NA,NA,0.87%,3.48,3481,NA,3224000
29/04/2020,Meghalaya,1397,Tested,12,1288,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://meghalayaonline.gov.in/covid/login.htm#,NA,NA,0.86%,3.52,3519,NA,3224000
30/04/2020,Meghalaya,1595,Tested,12,1433,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://meghalayaonline.gov.in/covid/login.htm#,NA,https://t.me/indiacovid/3660?single,0.75%,4.02,4018,NA,3224000
01/05/2020,Meghalaya,NA,Tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3224000
02/05/2020,Meghalaya,1707,Tested,12,1655,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://meghalayaonline.gov.in/covid/login.htm#,NA,NA,0.70%,4.3,4300,NA,3224000
03/05/2020,Meghalaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3224000
04/05/2020,Meghalaya,1884,Tested,12,1782,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://meghalayaonline.gov.in/covid/login.htm#,NA,NA,0.64%,4.75,4746,NA,3224000
05/05/2020,Meghalaya,1944,Tested,12,1822,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://meghalayaonline.gov.in/covid/login.htm,NA,NA,0.62%,4.9,4897,NA,3224000
06/05/2020,Meghalaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3224000
07/05/2020,Meghalaya,2054,Tested,12,1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://meghalayaonline.gov.in/covid/login.htm,NA,NA,0.58%,5.17,5174,NA,3224000
08/05/2020,Meghalaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3224000
09/05/2020,Meghalaya,2287,Tested,12,2178,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://meghalayaonline.gov.in/covid/login.htm,NA,NA,0.52%,5.76,5761,NA,3224000
10/05/2020,Meghalaya,2287,Tested,13,2178,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://meghalayaonline.gov.in/covid/login.htm,NA,NA,0.57%,5.76,5761,NA,3224000
11/05/2020,Meghalaya,2480,Tested,13,2342,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://meghalayaonline.gov.in/covid/login.htm,NA,NA,0.52%,6.25,6247,NA,3224000
12/05/2020,Meghalaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3224000
15/05/2020,Meghalaya,2712,Tested,13,2597,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/21,NA,http://meghalayaonline.gov.in/covid/login.htm,0.48%,6.83,6831,NA,3224000
18/05/2020,Meghalaya,2896,Tested,13,NA,NA,NA,NA,NA,NA,NA,29,20,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/52,NA,https://corona.meghalayagov.in/,0.45%,7.29,7295,NA,3224000
19/05/2020,Meghalaya,3104,Tested,13,NA,NA,NA,NA,NA,NA,NA,29,20,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/65,NA,https://corona.meghalayagov.in/,0.42%,7.82,7819,NA,3224000
20/05/2020,Meghalaya,3419,Tested,13,NA,NA,NA,NA,NA,NA,NA,29,20,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/82,NA,https://corona.meghalayagov.in/,0.38%,8.61,8612,NA,3224000
22/05/2020,Meghalaya,3682,Tested,14,NA,NA,NA,NA,NA,NA,NA,29,20,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/109,NA,https://corona.meghalayagov.in/,NA,NA,NA,NA,NA
06/04/2020,Mizoram,58,Samples Collected,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.mizoram.gov.in/post/covid-19-bulletin-date-642020,NA,NA,1.72%,0.15,146,NA,1192000
07/04/2020,Mizoram,58,Samples Collected,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.mizoram.gov.in/post/covid-19-bulletin-date-742020,NA,NA,1.72%,0.15,146,NA,1192000
08/04/2020,Mizoram,74,Samples Collected,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.mizoram.gov.in/post/covid-19-bulletin-date-842020,NA,NA,1.35%,0.19,186,NA,1192000
09/04/2020,Mizoram,84,Samples Collected,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.mizoram.gov.in/post/covid-19-bulletin-date-942020,NA,NA,1.19%,0.21,212,NA,1192000
12/04/2020,Mizoram,87,Samples Collected,1,NA,NA,NA,238,Facility,NA,NA,NA,NA,NA,NA,https://health.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-date-1142020,NA,NA,1.15%,0.22,219,NA,1192000
13/04/2020,Mizoram,89,Samples Collected,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/2218,NA,NA,1.12%,0.22,224,NA,1192000
14/04/2020,Mizoram,91,Samples Collected,1,NA,NA,NA,253,NA,NA,NA,NA,NA,NA,NA,https://health.mizoram.gov.in/post/covid-19-bulletin-date-1442020,NA,NA,1.10%,0.23,229,NA,1192000
15/04/2020,Mizoram,94,Samples Collected,1,NA,NA,NA,253,NA,NA,NA,NA,NA,NA,NA,https://health.mizoram.gov.in/post/covid-19-bulletin-date-1542020,NA,NA,1.06%,0.24,237,NA,1192000
16/04/2020,Mizoram,94,Samples Collected,1,NA,NA,NA,253,Facility,NA,NA,NA,NA,NA,NA,https://health.mizoram.gov.in/post/covid-19-bulletin-date-1642020,NA,NA,1.06%,0.24,237,NA,1192000
18/04/2020,Mizoram,102,Samples Collected,1,NA,NA,NA,253,NA,NA,NA,NA,NA,NA,NA,https://health.mizoram.gov.in/post/covid-19-bulletin-date-1842020,NA,NA,0.98%,0.26,257,NA,1192000
19/04/2020,Mizoram,116,Samples Collected,1,NA,NA,NA,253,NA,NA,NA,NA,NA,NA,NA,https://health.mizoram.gov.in/post/covid-19-bulletin-date-1942020,NA,NA,0.86%,0.29,292,NA,1192000
20/04/2020,Mizoram,132,Samples Collected,1,NA,NA,NA,253,NA,NA,NA,NA,NA,NA,NA,https://health.mizoram.gov.in/post/covid-19-bulletin-date-2042020,NA,NA,0.76%,0.33,332,NA,1192000
21/04/2020,Mizoram,135,Samples Collected,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/2898?single,NA,NA,0.74%,0.34,340,NA,1192000
22/04/2020,Mizoram,135,Samples Collected,1,NA,NA,NA,253,NA,NA,NA,NA,NA,NA,NA,https://health.mizoram.gov.in/post/covid-19-bulletin-date-2242020,NA,NA,0.74%,0.34,340,NA,1192000
23/04/2020,Mizoram,137,Samples Collected,1,NA,NA,NA,253,NA,NA,NA,NA,NA,NA,NA,https://health.mizoram.gov.in/post/covid-19-bulletin-date-2342020,NA,NA,0.73%,0.35,345,NA,1192000
26/04/2020,Mizoram,146,Samples Collected,1,NA,NA,NA,253,NA,NA,NA,NA,NA,NA,NA,https://health.mizoram.gov.in/post/covid-19-bulletin-date-2642020,NA,NA,0.68%,0.37,368,NA,1192000
27/04/2020,Mizoram,146,Samples Collected,1,NA,NA,NA,253,NA,NA,NA,NA,NA,NA,NA,https://health.mizoram.gov.in/post/covid-19-bulletin-date-2742020,NA,NA,0.68%,0.37,368,NA,1192000
28/04/2020,Mizoram,158,Samples Collected,1,NA,NA,NA,253,NA,NA,NA,NA,NA,NA,NA,https://health.mizoram.gov.in/post/covid-19-bulletin-date-2842020,NA,NA,0.63%,0.4,398,NA,1192000
29/04/2020,Mizoram,179,Samples Collected,1,NA,NA,NA,253,Facility,NA,NA,NA,NA,NA,NA,https://health.mizoram.gov.in/post/covid-19-bulletin-date-2942020,NA,NA,0.56%,0.45,451,NA,1192000
30/04/2020,Mizoram,180,Samples Collected,1,NA,NA,NA,253,Facility,NA,NA,NA,NA,NA,NA,https://health.mizoram.gov.in/post/covid-19-bulletin-date-3042020,NA,NA,0.56%,0.45,453,NA,1192000
01/05/2020,Mizoram,180,Samples Collected,1,NA,NA,NA,794,Facility,NA,NA,NA,NA,NA,NA,http://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-3042020-500pm-152020-500-pm,NA,NA,0.56%,0.45,453,NA,1192000
02/05/2020,Mizoram,183,Samples Collected,1,NA,NA,NA,1142,Facility,NA,NA,NA,NA,NA,NA,http://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-152020-500pm-252020-500-pm,NA,NA,0.55%,0.46,461,NA,1192000
03/05/2020,Mizoram,183,Samples Collected,1,NA,NA,NA,1878,Facility,NA,NA,NA,NA,NA,NA,http://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-252020-500pm-352020-500-pm,NA,NA,0.55%,0.46,461,NA,1192000
04/05/2020,Mizoram,183,Samples Collected,1,NA,NA,NA,1949,Facility,NA,NA,NA,NA,NA,NA,http://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-352020-500pm-452020-500-pm,NA,NA,0.55%,0.46,461,NA,1192000
05/05/2020,Mizoram,188,Samples Collected,1,NA,NA,NA,2045,Facility,NA,NA,NA,NA,NA,NA,http://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-452020-500pm-552020-500-pm,NA,NA,0.53%,0.47,474,NA,1192000
06/05/2020,Mizoram,195,Samples Collected,1,NA,NA,NA,2111,Facility,NA,NA,NA,NA,NA,NA,http://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-552020-500pm-652020-500-pm,NA,NA,0.51%,0.49,491,NA,1192000
07/05/2020,Mizoram,197,Samples Collected,1,NA,NA,NA,2137,Facility,NA,NA,NA,NA,NA,NA,http://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-652020-500pm-752020-500-pm,NA,NA,0.51%,0.5,496,NA,1192000
08/05/2020,Mizoram,199,Samples Collected,1,NA,NA,NA,2161,Facility,NA,NA,NA,NA,NA,NA,http://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-752020-500pm-852020-500-pm,NA,NA,0.50%,0.5,501,NA,1192000
09/05/2020,Mizoram,201,Samples Collected,1,NA,NA,NA,2161,Facility,NA,NA,NA,NA,NA,NA,http://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-852020-500pm-952020-500-pm,NA,NA,0.50%,0.51,506,NA,1192000
10/05/2020,Mizoram,201,Samples Collected,1,NA,NA,NA,2161,Facility,NA,NA,NA,NA,NA,NA,http://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-952020-500pm-1052020-500-pm,NA,NA,0.50%,0.51,506,NA,1192000
11/05/2020,Mizoram,206,Samples Collected,1,NA,NA,NA,2229,Facility,NA,NA,NA,NA,NA,NA,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-1052020-500pm-1152020-500-pm,NA,NA,0.49%,0.52,519,NA,1192000
12/05/2020,Mizoram,224,Samples Collected,1,NA,NA,NA,2259,Facility,NA,NA,NA,NA,NA,NA,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-1152020-500pm-1252020-500-pm,NA,NA,0.45%,0.56,564,NA,1192000
13/05/2020,Mizoram,224,Samples Collected,1,NA,NA,NA,2273,Facility,NA,NA,NA,NA,NA,NA,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-1252020-500pm-1352020-500-pm,NA,NA,0.45%,0.56,564,NA,1192000
14/05/2020,Mizoram,273,Samples Collected,1,NA,NA,NA,2311,Facility,NA,NA,NA,NA,NA,NA,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-1352020-500pm-1452020-500-pm,NA,NA,0.37%,0.69,688,NA,1192000
15/05/2020,Mizoram,273,Samples Collected,1,NA,NA,NA,2350,Facility,NA,NA,NA,NA,NA,NA,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-1452020-500pm-1552020-500-pm,NA,NA,0.37%,0.69,688,NA,1192000
16/05/2020,Mizoram,282,Samples Collected,1,NA,NA,NA,2875,Facility,NA,NA,NA,NA,NA,NA,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-1552020-500pm-1652020-500-pm,NA,NA,0.35%,0.71,710,NA,1192000
17/05/2020,Mizoram,282,Samples Collected,1,NA,NA,NA,2875,Facility,NA,NA,NA,NA,NA,NA,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-1652020-500pm-1752020-500-pm,NA,NA,0.35%,0.71,710,NA,1192000
18/05/2020,Mizoram,301,Samples Collected,1,NA,NA,NA,3216,Facility,NA,NA,NA,NA,NA,NA,https://health.mizoram.gov.in/post/covid-19-bulletin-date-18052020,NA,NA,0.33%,0.76,758,NA,1192000
19/05/2020,Mizoram,313,Samples Collected,1,NA,NA,NA,3222,Facility,NA,NA,NA,NA,NA,NA,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-1852020-500pm-1952020-500-pm,NA,NA,0.32%,0.79,788,NA,1192000
20/05/2020,Mizoram,315,Samples Collected,1,NA,NA,NA,3251,Facility,NA,NA,NA,NA,NA,NA,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-1952020-500pm-2052020-500-pm,NA,NA,0.32%,0.79,793,NA,1192000
21/05/2020,Mizoram,320,Samples Collected,1,NA,NA,NA,3373,Facility,NA,NA,NA,NA,NA,NA,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-2052020-500pm-2152020-500-pm,NA,NA,NA,NA,NA,NA,NA
22/05/2020,Mizoram,324,Samples Collected,1,NA,NA,NA,3460,Facility,NA,NA,NA,NA,NA,NA,https://dipr.mizoram.gov.in/post/status-of-state-surveillance-of-covid-19-time-2152020-500pm-2252020-500-pm,NA,NA,NA,NA,NA,NA,NA
06/04/2020,Nagaland,60,Samples Sent,0,47,13,NA,NA,NA,NA,489,NA,70,NA,NA,http://morungexpress.com/nagaland-covid-19-update-2,NA,NA,0.00%,0.15,151,NA,2150000
10/04/2020,Nagaland,70,Samples Sent,0,69,1,NA,20,Facility,NA,NA,NA,NA,NA,NA,http://morungexpress.com/nagaland-covid-19-update-4,NA,NA,0.00%,0.18,176,NA,2150000
11/04/2020,Nagaland,70,Samples Sent,0,70,NA,NA,22,Facility,NA,NA,NA,NA,NA,NA,http://morungexpress.com/nagaland-covid-19-update-5,NA,NA,0.00%,0.18,176,NA,2150000
12/04/2020,Nagaland,74,Samples Sent,0,70,4,NA,28,Facility,NA,NA,NA,NA,NA,NA,http://morungexpress.com/nagaland-covid-19-update-6,NA,NA,0.00%,0.19,186,NA,2150000
13/04/2020,Nagaland,NA,Samples Sent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2150000
14/04/2020,Nagaland,174,Samples Sent,0,97,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://nagahealth.nagaland.gov.in/,NA,NA,0.00%,0.44,438,NA,2150000
15/04/2020,Nagaland,184,Samples Sent,0,174,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://nagahealth.nagaland.gov.in/,NA,NA,0.00%,0.46,463,NA,2150000
16/04/2020,Nagaland,NA,Samples Sent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2150000
17/04/2020,Nagaland,274,Samples Sent,0,222,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://nagahealth.nagaland.gov.in/,NA,NA,0.00%,0.69,690,NA,2150000
18/04/2020,Nagaland,392,Samples Sent,0,292,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://nagahealth.nagaland.gov.in/,NA,NA,0.00%,0.99,987,NA,2150000
19/04/2020,Nagaland,404,Samples Sent,0,345,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://nagahealth.nagaland.gov.in/,NA,NA,0.00%,1.02,1018,NA,2150000
20/04/2020,Nagaland,434,Samples Sent,0,404,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://nagahealth.nagaland.gov.in/,NA,NA,0.00%,1.09,1093,NA,2150000
21/04/2020,Nagaland,537,Samples Sent,0,456,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://nagahealth.nagaland.gov.in/,NA,NA,0.00%,1.35,1353,NA,2150000
22/04/2020,Nagaland,543,Samples Sent,0,481,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://nagahealth.nagaland.gov.in/,NA,NA,0.00%,1.37,1368,NA,2150000
23/04/2020,Nagaland,607,Samples Sent,0,543,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://nagahealth.nagaland.gov.in/,NA,NA,0.00%,1.53,1529,NA,2150000
24/04/2020,Nagaland,NA,Samples Sent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2150000
25/04/2020,Nagaland,613,Samples Sent,0,607,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://nagahealth.nagaland.gov.in/,NA,NA,0.00%,1.54,1544,NA,2150000
26/04/2020,Nagaland,613,Samples Sent,0,613,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://nagahealth.nagaland.gov.in/,NA,NA,0.00%,1.54,1544,NA,2150000
27/04/2020,Nagaland,629,Samples Sent,0,613,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://nagahealth.nagaland.gov.in/,NA,NA,0.00%,1.58,1584,NA,2150000
28/04/2020,Nagaland,639,Samples Sent,0,620,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://nagahealth.nagaland.gov.in/,NA,NA,0.00%,1.61,1610,NA,2150000
29/04/2020,Nagaland,644,Samples Sent,0,631,13,NA,37,Facility,NA,381,64,32,NA,NA,https://covid19.nagaland.gov.in/,NA,https://covid19.nagaland.gov.in/health-main,0.00%,1.62,1622,NA,2150000
30/04/2020,Nagaland,653,Samples Sent,0,640,13,NA,33,Facility,NA,390,64,35,NA,NA,https://covid19.nagaland.gov.in/,NA,https://covid19.nagaland.gov.in/health-main,0.00%,1.64,1645,NA,2150000
01/05/2020,Nagaland,664,Samples Sent,0,650,14,NA,29,Facility,NA,390,64,35,NA,NA,https://covid19.nagaland.gov.in/,NA,https://covid19.nagaland.gov.in/health-main,0.00%,1.67,1673,NA,2150000
02/05/2020,Nagaland,674,Samples Sent,0,661,13,NA,29,Facility,NA,390,64,35,NA,NA,https://covid19.nagaland.gov.in/,NA,https://covid19.nagaland.gov.in/,0.00%,1.7,1698,NA,2150000
03/05/2020,Nagaland,684,Samples Sent,0,663,21,NA,28,Facility,NA,390,66,35,NA,NA,https://covid19.nagaland.gov.in/,NA,https://covid19.nagaland.gov.in/,0.00%,1.72,1723,NA,2150000
04/05/2020,Nagaland,708,Samples Sent,0,679,29,NA,28,Facility,NA,390,66,35,NA,NA,https://covid19.nagaland.gov.in/,NA,https://covid19.nagaland.gov.in/health-main,0.00%,1.78,1783,NA,2150000
05/05/2020,Nagaland,724,Samples Sent,0,771,13,NA,43,Facility,NA,390,66,34,NA,NA,https://covid19.nagaland.gov.in/,NA,https://covid19.nagaland.gov.in/health-main,0.00%,1.82,1824,NA,2150000
06/05/2020,Nagaland,763,Samples Sent,0,712,51,NA,80,Facility,NA,390,66,34,NA,NA,https://twitter.com/HealthNagaland/status/1258019443202052158,NA,https://covid19.nagaland.gov.in/health-main,0.00%,1.92,1922,NA,2150000
07/05/2020,Nagaland,786,Samples Sent,0,728,58,NA,77,Facility,NA,390,66,34,NA,NA,https://covid19.nagaland.gov.in/,NA,https://covid19.nagaland.gov.in/health-main,0.00%,1.98,1980,NA,2150000
08/05/2020,Nagaland,805,Samples Sent,0,775,30,NA,77,Facility,NA,390,66,34,NA,NA,https://t.me/indiacovid/4317,NA,https://covid19.nagaland.gov.in/health-main,0.00%,2.03,2028,NA,2150000
09/05/2020,Nagaland,848,Samples Sent,0,786,62,NA,93,Facility,NA,390,66,34,NA,NA,https://covid19.nagaland.gov.in/,NA,https://covid19.nagaland.gov.in/health-main,0.00%,2.14,2136,NA,2150000
10/05/2020,Nagaland,862,Samples Sent,0,806,56,NA,98,Facility,NA,390,66,34,NA,NA,https://covid19.nagaland.gov.in/,NA,https://covid19.nagaland.gov.in/health-main,0.00%,2.17,2171,NA,2150000
11/05/2020,Nagaland,875,Samples Sent,0,848,27,NA,112,Facility,NA,390,66,34,NA,NA,https://covid19.nagaland.gov.in/,NA,https://covid19.nagaland.gov.in/health-main,0.00%,2.2,2204,NA,2150000
12/05/2020,Nagaland,882,Samples Sent,0,872,10,NA,86,Facility,NA,390,66,34,NA,NA,https://covid19.nagaland.gov.in/,NA,https://covid19.nagaland.gov.in/health-main,0.00%,2.22,2222,NA,2150000
13/05/2020,Nagaland,889,Samples Sent,0,872,17,NA,310,Facility,NA,390,66,34,NA,NA,https://covid19.nagaland.gov.in/,NA,https://covid19.nagaland.gov.in/health-main,0.00%,2.24,2239,NA,2150000
14/05/2020,Nagaland,891,Samples Sent,0,873,18,NA,346,Facility,NA,390,66,34,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/3,NA,https://covid19.nagaland.gov.in/health-main,0.00%,2.24,2244,NA,2150000
15/05/2020,Nagaland,910,Samples Sent,0,889,21,NA,978,Facility,NA,385,66,34,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/23?single,NA,https://covid19.nagaland.gov.in/,0.00%,2.29,2292,NA,2150000
16/05/2020,Nagaland,917,Samples Sent,0,891,26,NA,1069,Facility,NA,385,66,34,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/28?single,NA,https://covid19.nagaland.gov.in/,0.00%,2.31,2310,NA,2150000
17/05/2020,Nagaland,952,Samples Sent,0,914,38,NA,1398,Facility,NA,385,66,34,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/37,NA,https://covid19.nagaland.gov.in/,0.00%,2.4,2398,NA,2150000
18/05/2020,Nagaland,961,Samples Sent,0,914,47,NA,1344,Facility,NA,385,66,34,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/50?single,NA,https://covid19.nagaland.gov.in/,0.00%,2.42,2421,NA,2150000
19/05/2020,Nagaland,978,Samples Sent,0,948,30,NA,923,Facility,NA,385,66,34,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/61,NA,https://covid19.nagaland.gov.in/,0.00%,2.46,2463,NA,2150000
20/05/2020,Nagaland,985,Samples Sent,0,952,33,NA,1052,Facility,NA,385,66,34,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/68,NA,https://covid19.nagaland.gov.in/,0.00%,2.48,2481,NA,2150000
21/05/2020,Nagaland,1001,Samples Sent,0,978,23,NA,NA,NA,NA,385,66,34,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/95?single,NA,https://covid19.nagaland.gov.in/,NA,NA,NA,NA,NA
22/05/2020,Nagaland,1035,Samples Sent,0,1012,23,NA,2149,Facility,NA,385,66,34,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/95?single,NA,https://covid19.nagaland.gov.in/,NA,NA,NA,NA,NA
03/04/2020,Odisha,1395,Tested,20,1108,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/HFWOdisha/status/1246135145230303232,NA,NA,1.43%,3.51,3514,NA,43671000
07/04/2020,Odisha,2441,Tested,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/HFWOdisha/status/1247579939206909953,NA,NA,1.72%,6.15,6149,NA,43671000
08/04/2020,Odisha,2441,Tested,42,2399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/,NA,NA,1.72%,6.15,6149,NA,43671000
09/04/2020,Odisha,3249,Tested,48,3201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/,NA,NA,1.48%,8.18,8184,NA,43671000
10/04/2020,Odisha,3547,Tested,50,3497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.odisha.gov.in/,NA,NA,1.41%,8.93,8935,NA,43671000
