Updated On,State,Total Tested,Tag (Total Tested),Positive,Negative,Unconfirmed,Cumulative People In Quarantine,Total People Currently in Quarantine,Tag (People in Quarantine),Total People Released From Quarantine,...12,Num Isolation Beds,Num ICU Beds,Num Ventilators,Total PPE,Total N95 Masks,Corona Enquiry Calls,Num Calls State Helpline,Source1,...21,Source2,Test positivity rate,Tests per thousand,Tests per million,Tests per positive case,Population NCP 2019 Projection
12/05/2020,Kerala,42461,Samples Sent,524,41621,316,NA,473,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dashboard.kerala.gov.in/testing-view-public.php,NA,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.23%,1.21,1209,81,35125000
13/05/2020,Kerala,43648,Samples Sent,534,42574,540,NA,494,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dashboard.kerala.gov.in/testing-view-public.php,NA,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.22%,1.24,1243,82,35125000
14/05/2020,Kerala,45039,Samples Sent,560,43868,611,NA,548,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dashboard.kerala.gov.in/testing-view-public.php,NA,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.24%,1.28,1282,80,35125000
15/05/2020,Kerala,46831,Samples Sent,576,45063,1192,NA,538,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dashboard.kerala.gov.in/testing-view-public.php,NA,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.23%,1.33,1333,81,35125000
16/05/2020,Kerala,48433,Samples Sent,587,46458,1388,NA,619,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dashboard.kerala.gov.in/testing-view-public.php,NA,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.21%,1.38,1379,83,35125000
17/05/2020,Kerala,50036,Samples Sent,601,47964,1471,NA,674,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dashboard.kerala.gov.in/testing-view-public.php,NA,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.20%,1.42,1425,83,35125000
18/05/2020,Kerala,51059,Samples Sent,630,49763,666,NA,473,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dashboard.kerala.gov.in/testing-view-public.php,NA,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.23%,1.45,1454,81,35125000
19/05/2020,Kerala,52588,Samples Sent,642,50867,1079,NA,455,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dashboard.kerala.gov.in/testing-view-public.php,NA,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.22%,1.5,1497,82,35125000
20/05/2020,Kerala,54633,Samples Sent,666,52689,1278,NA,533,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dashboard.kerala.gov.in/testing-view-public.php,NA,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.22%,1.56,1555,82,35125000
21/05/2020,Kerala,56373,Samples Sent,690,54541,1142,NA,527,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.kerala.gov.in/wp-content/uploads/2020/05/Daily-Bulletin-HFWD-English-May-21-2.pdf,NA,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.22%,1.6,1605,82,35125000
22/05/2020,Kerala,58382,Samples Sent,733,56165,1484,NA,609,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://dhs.kerala.gov.in/2020/05/22/22-05-2020/,NA,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.26%,1.66,1662,80,35125000
23/05/2020,Kerala,60443,Samples Sent,795,58192,1456,NA,668,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://dhs.kerala.gov.in/2020/05/22/22-05-2020/,NA,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.32%,1.72,1721,76,35125000
24/05/2020,Kerala,61900,Samples Sent,848,59943,1109,NA,732,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://dhs.kerala.gov.in/2020/05/22/22-05-2020/,NA,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.37%,1.76,1762,73,35125000
25/05/2020,Kerala,63009,Samples Sent,897,61698,414,NA,792,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://dhs.kerala.gov.in/wp-content/uploads/2020/05/Daily-Bulletin-HFWD-English-May-22-1.pdf,NA,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.42%,1.79,1794,70,35125000
26/05/2020,Kerala,65303,Samples Sent,964,63010,1329,NA,808,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://dhs.kerala.gov.in/wp-content/uploads/2020/05/Daily-Bulletin-HFWD-English-May-26.pdf,NA,https://dashboard.kerala.gov.in/index.php,1.48%,1.86,1859,68,35125000
27/05/2020,Kerala,67961,Samples Sent,1004,65099,1858,NA,892,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.kerala.gov.in/wp-content/uploads/2020/05/Daily-Bulletin-HFWD-English-May-27.pdf,NA,https://dashboard.kerala.gov.in/index.php,1.48%,1.93,1935,68,35125000
28/05/2020,Kerala,70622,Samples Sent,1089,67677,1856,NA,992,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.kerala.gov.in/wp-content/uploads/2020/05/Daily-Bulletin-HFWD-English-May-28.pdf,NA,https://dashboard.kerala.gov.in/index.php,1.54%,2.01,2011,65,35125000
29/05/2020,Kerala,74214,Samples Sent,1151,71083,1980,NA,1080,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://dhs.kerala.gov.in/wp-content/uploads/2020/05/Daily-Bulletin-HFWD-English-May-29.pdf,NA,https://dashboard.kerala.gov.in/index.php,1.55%,2.11,2113,64,35125000
30/05/2020,Kerala,77257,Samples Sent,1209,73775,2273,NA,1204,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.kerala.gov.in/wp-content/uploads/2020/05/Daily-Bulletin-HFWD-English-May-30.pdf,NA,https://dashboard.kerala.gov.in/index.php,1.56%,2.2,2199,64,35125000
31/05/2020,Kerala,77508,Samples Sent,1270,75697,541,NA,1241,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.kerala.gov.in/wp-content/uploads/2020/05/Daily-Bulletin-HFWD-English-May-31-1.pdf,NA,https://dashboard.kerala.gov.in/index.php,1.64%,2.21,2207,61,35125000
01/06/2020,Kerala,82449,Samples Sent,1327,78310,2812,NA,1264,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.kerala.gov.in/wp-content/uploads/2020/06/Daily-Bulletin-HFWD-English-June-1.pdf,NA,https://dashboard.kerala.gov.in/index.php,1.61%,2.35,2347,62,35125000
02/06/2020,Kerala,86169,Samples Sent,1413,81157,3599,NA,1340,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.kerala.gov.in/wp-content/uploads/2020/06/Daily-Bulletin-HFWD-English-June-2.pdf,NA,https://dashboard.kerala.gov.in/index.php,1.64%,2.45,2453,61,35125000
03/06/2020,Kerala,95348,Samples Sent,1495,84870,2612,NA,1440,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.kerala.gov.in/wp-content/uploads/2020/06/Daily-Bulletin-HFWD-English-June-03.pdf,NA,https://t.me/Covid19india_Auxiliary_Test_Data/287?single,1.57%,2.71,2715,64,35125000
13/04/2020,Ladakh,618,Samples Collected,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://newsonair.com/News?title=Ladakh-well-ahead-of-all-states-and-UTs-in-testing-suspects-for-COVID-19&id=385511,NA,NA,2.75%,2.11,2109,36,293000
14/04/2020,Ladakh,760,Samples Collected,17,615,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DIPR_Leh/status/1250016972072292353?s=09,NA,NA,2.24%,2.59,2594,45,293000
15/04/2020,Ladakh,820,Samples Collected,18,657,86,NA,154,Facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ladags/status/1250457259299110914?s=19,NA,NA,2.20%,2.8,2799,46,293000
16/04/2020,Ladakh,917,Samples Collected,18,695,145,NA,157,Facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ladags/status/1250757796007567360?s=19,NA,NA,1.96%,3.13,3130,51,293000
19/04/2020,Ladakh,991,Samples Collected,18,797,117,NA,157,Facility,NA,NA,154,NA,NA,NA,NA,NA,NA,https://twitter.com/ladags/status/1251890558810812422?s=19,NA,NA,1.82%,3.38,3382,55,293000
21/04/2020,Ladakh,1137,Samples Collected,18,896,164,NA,154,Facility,NA,NA,137,NA,NA,NA,NA,NA,NA,https://twitter.com/ladags/status/1252646578688389121?s=09,NA,NA,1.58%,3.88,3881,63,293000
29/04/2020,Ladakh,1949,Samples Collected,22,1299,556,NA,647,Facility,NA,NA,137,NA,NA,NA,NA,NA,NA,https://mobile.twitter.com/ladags/status/1255549292908998656?s=19,NA,NA,1.13%,6.65,6652,89,293000
30/04/2020,Ladakh,2245,Samples Collected,22,1384,767,NA,704,Facility,NA,NA,137,NA,NA,NA,NA,NA,NA,https://twitter.com/ladags/status/1255848872120684544?s=09,NA,NA,0.98%,7.66,7662,102,293000
01/05/2020,Ladakh,2430,Samples Collected,22,1545,791,NA,704,Facility,NA,NA,137,NA,NA,NA,NA,NA,NA,https://twitter.com/ladags/status/1256179569242980354?s=19,NA,NA,0.91%,8.29,8294,110,293000
02/05/2020,Ladakh,2434,Samples Collected,23,1618,721,NA,724,Facility,NA,NA,137,NA,NA,NA,NA,NA,NA,https://twitter.com/ladags/status/1256557472254267393,NA,NA,0.94%,8.31,8307,106,293000
03/05/2020,Ladakh,2434,Samples Collected,41,1674,647,NA,714,Facility,NA,NA,137,NA,NA,NA,NA,NA,NA,https://mobile.twitter.com/ladags/status/1256820308763238401,NA,NA,1.68%,8.31,8307,59,293000
04/05/2020,Ladakh,2639,Samples Collected,41,1879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ladags/status/1257326758518349825?s=19,NA,NA,1.55%,9.01,9007,64,293000
09/05/2020,Ladakh,3503,Samples Collected,42,2948,438,NA,580,Facility,NA,NA,137,NA,NA,NA,NA,NA,NA,https://twitter.com/ladags/status/1259176362931367943?s=19,NA,NA,1.20%,11.96,11956,83,293000
13/05/2020,Ladakh,3683,Samples Collected,43,3353,211,NA,337,Facility,NA,NA,137,NA,NA,NA,NA,NA,NA,https://mobile.twitter.com/ladags/status/1260600445707288582?s=19,NA,NA,1.17%,12.57,12570,86,293000
16/05/2020,Ladakh,4067,Samples Collected,43,3571,371,NA,458,Facility,NA,NA,137,NA,NA,NA,NA,NA,NA,https://twitter.com/ladags/status/1261672874210766850?s=19,NA,https://t.me/indiacovid/4884?single,1.06%,13.88,13881,95,293000
18/05/2020,Ladakh,4219,Samples Collected,43,3791,303,NA,454,Facility,NA,NA,137,NA,NA,NA,NA,NA,NA,https://twitter.com/ladags/status/1262392950702702595,NA,NA,1.02%,14.4,14399,98,293000
19/05/2020,Ladakh,4730,Samples Collected,43,3935,665,NA,739,Facility,NA,NA,137,NA,NA,NA,NA,NA,NA,https://twitter.com/ladags/status/1262796538440540167,NA,NA,0.91%,16.14,16143,110,293000
21/05/2020,Ladakh,5291,Samples Collected,44,4081,1079,NA,655,Facility,NA,NA,137,NA,NA,NA,NA,NA,NA,https://twitter.com/ladags/status/1263406197928980480,NA,NA,0.83%,18.06,18058,120,293000
22/05/2020,Ladakh,5505,Samples Collected,44,4173,1201,NA,648,Facility,NA,NA,137,NA,NA,NA,NA,NA,NA,https://twitter.com/ladags/status/1263763741599952896,NA,https://t.me/indiacovid/5317,0.80%,18.79,18788,125,293000
23/05/2020,Ladakh,5727,Samples Collected,49,4505,1083,NA,648,Facility,NA,NA,137,NA,NA,NA,NA,NA,NA,https://twitter.com/ladags/status/1264134154263752704?s=19,NA,https://t.me/indiacovid/5372?single,0.86%,19.55,19546,117,293000
24/05/2020,Ladakh,5730,Samples Collected,52,4733,840,NA,658,Facility,NA,NA,137,NA,NA,NA,NA,NA,NA,https://twitter.com/ladags/status/1264478443887923203?s=19,NA,NA,0.91%,19.56,19556,110,293000
25/05/2020,Ladakh,5896,Samples Collected,53,4894,841,NA,648,Facility,NA,NA,137,NA,NA,NA,NA,NA,NA,https://twitter.com/ladags/status/1264891984352735233/photo/2,NA,NA,0.90%,20.12,20123,111,293000
30/05/2020,Ladakh,7354,Samples Collected,74,6145,1005,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/5907,NA,NA,NA,NA,NA,NA,NA
31/05/2020,Ladakh,7354,Samples Collected,77,6167,1005,NA,706,Facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ladags/status/1267085583823724546,NA,NA,NA,NA,NA,NA,NA
02/06/2020,Ladakh,8264,Samples Collected,81,6465,1634,NA,477,Facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ladags/status/1267782995483561985?s=20,NA,NA,NA,NA,NA,NA,NA
05/04/2020,Madhya Pradesh,2812,Samples Collected,193,1954,665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/JansamparkMP/status/1246841187073273857,NA,NA,6.86%,0.03,34,15,82232000
07/04/2020,Madhya Pradesh,3770,Tested,290,3125,355,NA,NA,NA,NA,NA,9492,1598,993,NA,NA,NA,NA,https://twitter.com/JansamparkMP/status/1247554866043473920,NA,NA,7.69%,0.05,46,13,82232000
08/04/2020,Madhya Pradesh,4056,Tested,341,3443,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/JansamparkMP/status/1247907281703862272/photo/2,NA,NA,8.41%,0.05,49,12,82232000
09/04/2020,Madhya Pradesh,5135,Tested,411,3989,NA,NA,NA,NA,NA,NA,9492,1598,993,NA,NA,NA,NA,https://twitter.com/JansamparkMP/status/1248269831876382720?s=20,NA,NA,8.00%,0.06,62,12,82232000
10/04/2020,Madhya Pradesh,7049,Tested,451,4840,NA,NA,NA,NA,NA,NA,9492,1598,993,NA,NA,NA,NA,https://twitter.com/JansamparkMP/status/1248611777526394885?s=19,NA,NA,6.40%,0.09,86,16,82232000
11/04/2020,Madhya Pradesh,8516,Tested,529,5790,NA,NA,NA,NA,NA,NA,9492,1598,993,NA,NA,NA,NA,https://twitter.com/JansamparkMP/status/1249002767026274304?s=19,NA,NA,6.21%,0.1,104,16,82232000
12/04/2020,Madhya Pradesh,10481,Tested,562,6875,NA,NA,NA,NA,NA,NA,9492,1598,993,NA,NA,NA,NA,https://twitter.com/JansamparkMP/status/1249287199687716864?s=19,NA,NA,5.36%,0.13,127,19,82232000
13/04/2020,Madhya Pradesh,10481,Tested,614,6875,NA,NA,NA,NA,NA,NA,16868,716,622,NA,NA,NA,548464,https://www.google.com/url?q=https://twitter.com/JansamparkMP/status/1249707440288878592?s%3D19&sa=D&ust=1586894104440000&usg=AFQjCNESb6V_VO9Qoh8zQT0BFeSThzRGJg,NA,NA,5.86%,0.13,127,17,82232000
14/04/2020,Madhya Pradesh,8105,Reports Received,741,7103,4835,NA,NA,NA,NA,NA,20243,783,690,NA,NA,NA,578780,https://twitter.com/JansamparkMP/status/1250071572779601920?s=09,NA,NA,9.14%,0.1,99,11,82232000
15/04/2020,Madhya Pradesh,9596,Reports Received,938,8658,4501,NA,NA,NA,NA,NA,29355,840,690,NA,NA,NA,607324,https://twitter.com/JansamparkMP/status/1250441930896334852?s=09,NA,NA,9.77%,0.12,117,10,82232000
16/04/2020,Madhya Pradesh,13492,Reports Received,1164,12326,4158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,637288,https://twitter.com/JansamparkMP/status/1250813847650177024,NA,NA,8.63%,0.16,164,12,82232000
17/04/2020,Madhya Pradesh,15302,Reports Received,1310,13992,4996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,668994,https://twitter.com/JansamparkMP/status/1251155692213334018,NA,NA,8.56%,0.19,186,12,82232000
18/04/2020,Madhya Pradesh,14978,Reports Received,1402,13576,7251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,698326,https://twitter.com/JansamparkMP/status/1251528687935057920/photo/1,NA,NA,9.36%,0.18,182,11,82232000
19/04/2020,Madhya Pradesh,17835,Reports Received,1407,16428,7054,NA,NA,NA,NA,NA,20243,783,690,NA,NA,NA,726490,https://twitter.com/JansamparkMP/status/1251866633360093184/photo/2,NA,NA,7.89%,0.22,217,13,82232000
20/04/2020,Madhya Pradesh,19142,Reports Received,1485,17657,8519,NA,NA,NA,NA,NA,33514,865,592,NA,NA,NA,752852,https://twitter.com/JansamparkMP/status/1252220621112647683/photo/2,NA,NA,7.76%,0.23,233,13,82232000
21/04/2020,Madhya Pradesh,20905,Reports Received,1552,19353,8215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,781338,https://twitter.com/JansamparkMP/status/1252572205768114178/photo/1,NA,NA,7.42%,0.25,254,13,82232000
22/04/2020,Madhya Pradesh,22664,Reports Received,1587,21077,8414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,808177,https://twitter.com/JansamparkMP/status/1252908046629691392/photo/1,NA,NA,7.00%,0.28,276,14,82232000
23/04/2020,Madhya Pradesh,24548,Reports Received,1687,22861,8526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,836495,https://twitter.com/JansamparkMP/status/1253294536438284288?s=09,NA,NA,6.87%,0.3,299,15,82232000
24/04/2020,Madhya Pradesh,26233,Reports Received,1846,24387,8843,NA,NA,NA,NA,NA,33514,865,592,NA,NA,NA,876840,https://twitter.com/JansamparkMP/status/1253649153525153792?s=19,NA,NA,7.04%,0.32,319,14,82232000
25/04/2020,Madhya Pradesh,27866,Reports Received,1945,25921,9021,NA,NA,NA,NA,NA,33514,865,592,NA,NA,NA,918227,https://twitter.com/JansamparkMP/status/1254034656330240001,NA,NA,6.98%,0.34,339,14,82232000
26/04/2020,Madhya Pradesh,25232,Reports Received,2090,21716,NA,NA,NA,NA,NA,NA,33514,865,592,NA,NA,NA,961106,https://www.mpinfo.org/MPinfoStatic/other_updates/Health-Bulletin-26April2020.pdf,NA,https://t.me/indiacovid/3261?single,8.28%,0.31,307,12,82232000
27/04/2020,Madhya Pradesh,27009,Reports Received,2165,23500,NA,NA,NA,NA,NA,NA,33514,865,592,NA,NA,NA,991950,https://www.mpinfo.org/MPinfoStatic/other_updates/Health-Bulletin-27April2020.pdf,NA,NA,8.02%,0.33,328,12,82232000
28/04/2020,Madhya Pradesh,31060,Reports Received,2387,26159,NA,NA,NA,NA,NA,NA,33514,865,592,NA,NA,NA,1024460,https://www.mpinfo.org/MPinfoStatic/other_updates/Health-Bulletin-28April2020.pdf,NA,NA,7.69%,0.38,378,13,82232000
29/04/2020,Madhya Pradesh,33837,Reports Received,2560,29261,NA,NA,NA,NA,NA,NA,33514,865,592,NA,NA,NA,1056896,https://twitter.com/JansamparkMP/status/1255502748377899009?s=09,NA,NA,7.57%,0.41,411,13,82232000
30/04/2020,Madhya Pradesh,41712,Reports Received,2625,29816,NA,NA,NA,NA,NA,NA,33514,865,592,NA,NA,NA,1089917,https://twitter.com/JansamparkMP/status/1255859565607952386/photo/1,NA,NA,6.29%,0.51,507,16,82232000
01/05/2020,Madhya Pradesh,44116,Reports Received,2715,39353,NA,NA,NA,NA,NA,NA,33514,865,592,NA,NA,NA,1122599,https://twitter.com/JansamparkMP/status/1256249293863882752/photo/1,NA,NA,6.15%,0.54,536,16,82232000
02/05/2020,Madhya Pradesh,46578,Reports Received,2788,41460,NA,NA,NA,NA,NA,NA,33514,865,592,NA,NA,NA,1147164,https://twitter.com/JansamparkMP/status/1256593893711372288?s=19,NA,NA,5.99%,0.57,566,17,82232000
03/05/2020,Madhya Pradesh,49186,Reports Received,2837,43937,NA,NA,NA,NA,NA,NA,34600,873,612,NA,NA,NA,1172185,https://mobile.twitter.com/JansamparkMP/status/1256969557522120705,NA,NA,5.77%,0.6,598,17,82232000
04/05/2020,Madhya Pradesh,52095,Reports Received,2942,46634,NA,NA,NA,NA,NA,NA,34600,873,558,NA,NA,NA,NA,https://twitter.com/JansamparkMP/status/1257349630339289089?s=19,NA,NA,5.65%,0.63,634,18,82232000
05/05/2020,Madhya Pradesh,54595,Reports Received,3049,48931,NA,NA,NA,NA,NA,NA,35840,873,558,NA,NA,NA,NA,https://twitter.com/JansamparkMP/status/1257679603717603329/photo/1,NA,NA,5.58%,0.66,664,18,82232000
06/05/2020,Madhya Pradesh,54595,Reports Received,3138,51479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/JansamparkMP/status/1258045895779725312,NA,NA,5.75%,0.66,664,17,82232000
07/05/2020,Madhya Pradesh,61020,Reports Received,3252,55002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/JansamparkMP/status/1258404394644766723?s=19,NA,NA,5.33%,0.74,742,19,82232000
08/05/2020,Madhya Pradesh,63705,Reports Received,3341,57528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/JansamparkMP/status/1258773188110098432?s=19,NA,NA,5.24%,0.77,775,19,82232000
09/05/2020,Madhya Pradesh,68010,Reports Received,3457,61629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/healthminmp/status/1259128463933538305?s=19,NA,NA,5.08%,0.83,827,20,82232000
10/05/2020,Madhya Pradesh,72069,Reports Received,3614,65436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/healthminmp/status/1259492747590934529?s=19,NA,NA,5.01%,0.88,876,20,82232000
11/05/2020,Madhya Pradesh,76039,Reports Received,3785,69187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/healthminmp/status/1259847116282892289/photo/2,NA,NA,4.98%,0.92,925,20,82232000
12/05/2020,Madhya Pradesh,80885,Reports Received,3986,73761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/healthminmp/status/1260204355032096770,NA,NA,4.93%,0.98,984,20,82232000
13/05/2020,Madhya Pradesh,85903,Reports Received,4173,77738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/healthminmp/status/1260561896341745664,NA,NA,4.86%,1.04,1045,21,82232000
14/05/2020,Madhya Pradesh,89760,Reports Received,4426,82028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/healthminmp/status/1260944708928442369?s=19,NA,NA,4.93%,1.09,1092,20,82232000
15/05/2020,Madhya Pradesh,93849,Reports Received,4595,85879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/healthminmp/status/1261288369738469376?s=09,NA,https://t.me/indiacovid/4804?single,4.90%,1.14,1141,20,82232000
16/05/2020,Madhya Pradesh,99677,Reports Received,4790,91393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/healthminmp/status/1261670035577323520?s=19,NA,https://t.me/indiacovid/4883?single,4.81%,1.21,1212,21,82232000
17/05/2020,Madhya Pradesh,103898,Reports Received,4977,95355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/healthminmp/status/1262035609348120577,NA,NA,4.79%,1.26,1263,21,82232000
18/05/2020,Madhya Pradesh,112168,Reports Received,5236,100469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/healthminmp/status/1262379250788765696,NA,NA,4.67%,1.36,1364,21,82232000
19/05/2020,Madhya Pradesh,116473,Reports Received,5465,104348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/healthminmp/status/1262740820844621824,NA,https://t.me/indiacovid/5115?single,4.69%,1.42,1416,21,82232000
20/05/2020,Madhya Pradesh,120737,Reports Received,5735,108744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/healthminmp/status/1263119544861765632?s=19,NA,https://t.me/indiacovid/5207?single,4.75%,1.47,1468,21,82232000
21/05/2020,Madhya Pradesh,125608,Reports Received,5981,112947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/JansamparkMP/status/1263482833420668928,NA,NA,4.76%,1.53,1527,21,82232000
22/05/2020,Madhya Pradesh,129060,Reports Received,6170,116835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/healthminmp/status/1263847987714891776,NA,https://t.me/indiacovid/5340?single,4.78%,1.57,1569,21,82232000
23/05/2020,Madhya Pradesh,132769,Reports Received,6371,121033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/healthminmp/status/1264203664694087685,NA,NA,4.80%,1.61,1615,21,82232000
24/05/2020,Madhya Pradesh,135889,Reports Received,6665,124549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/healthminmp/status/1264579157754871808?s=19,NA,NA,4.90%,1.65,1653,20,82232000
25/05/2020,Madhya Pradesh,138584,Reports Received,6859,128267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/healthminmp/status/1264950190836011010?s=19,NA,NA,4.95%,1.69,1685,20,82232000
26/05/2020,Madhya Pradesh,141508,Reports Received,7024,131415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/healthminmp/status/1265284724110643200?s=19,NA,NA,4.96%,1.72,1721,20,82232000
27/05/2020,Madhya Pradesh,146144,Reports Received,7261,134774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/healthminmp/status/1265660460617080832?s=19,NA,NA,4.97%,1.78,1777,20,82232000
28/05/2020,Madhya Pradesh,151182,Reports Received,7453,138387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/healthminmp/status/1266005654210334722?s=19,NA,NA,4.93%,1.84,1838,20,82232000
29/05/2020,Madhya Pradesh,155436,Reports Received,7645,142383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/healthminmp/status/1266381825221332993?s=19,NA,https://t.me/indiacovid/5850?single,4.92%,1.89,1890,20,82232000
30/05/2020,Madhya Pradesh,161552,Reports Received,7891,146616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/healthminmp/status/1266739615857336321?s=19,NA,NA,NA,NA,NA,NA,NA
31/05/2020,Madhya Pradesh,167808,Reports Received,8089,151793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/healthminmp/status/1267107942580531207,NA,NA,NA,NA,NA,NA,NA
01/06/2020,Madhya Pradesh,172019,Reports Received,8283,157790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/healthminmp/status/1267462932163633153/photo/2,NA,NA,NA,NA,NA,NA,NA
02/06/2020,Madhya Pradesh,177481,Reports Received,8420,163100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/JansamparkMP/status/1267823100848037891/photo/1,NA,NA,NA,NA,NA,NA,NA
