Updated On,State,"RT-PCR Test(Includes TrueNat,CBNAAT,CRISPR)",RAT(Rapid Antigen Test),Other Tests,Total Tested,Tag (Total Tested),Positive,Negative,Unconfirmed,Cumulative People In Quarantine,Total People Currently in Quarantine...12,Tag (People in Quarantine),Total People Released From Quarantine,Total People Currently in Quarantine...15,Tag(People in Quarantine),Cumulative People in Home Isolation,Total People Currently in Isolation,Tag(People in Isolation),People released from Home Isolation,"Cases outside Home Isolation i.e Institutional Isolation,Hospital Etc.",Cumulative People in Surveillance,Total People Currently in Surveillance,Tag(People in Surveillance),People released from Surveillance,Cumulative People in Observation,People released from Observation,People on ICU Beds,People on Ventilator,People on O2 Beds,Beds Occupied(Normal/Isolation),Total Num ICU Beds,Total Num Ventilators,Total Num of O2 Beds,Total Num Beds (Normal/Isolation),Total PPE,Total N95 Masks,COVID Enquiry Calls,Number of Containment Zones,Cumulative Number of Symptomatic Cases,Cumulative Number of Asymptomatic Cases,Unknown(Nature of Cases),Tag(Nature of Cases),Male(Confirmed Cases),Female(Confirmed Cases),Transgender(Confirmed Cases),Unknown(Confirmed Cases),Male(Deceased Cases),Female(Deceased Cases),Transgender(Deceased Cases),Unknown(Deceased Cases),Source1,Source2,Source3,Source 4
28/05/2020,Karnataka,NA,NA,NA,252078,Tested,2533,246115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/28.05.2020%20EMB%20English.pdf,https://t.me/indiacovid/5732,NA,NA
29/05/2020,Karnataka,NA,NA,NA,264489,Tested,2781,258130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/29.05.2020%20EMB%20English.pdf,https://t.me/indiacovid/5822,NA,NA
30/05/2020,Karnataka,NA,NA,NA,280217,Tested,2922,273404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DHFWKA/status/1266700497798430722?s=19,NA,NA,NA
31/05/2020,Karnataka,NA,NA,NA,293575,Tested,3221,286245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/31.05.2020%20EMB%20English.pdf,NA,NA,NA
01/06/2020,Karnataka,NA,NA,NA,304816,Tested,3408,297052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/01-06-2020%20EMB%20English.pdf,NA,NA,NA
02/06/2020,Karnataka,NA,NA,NA,319628,Tested,3796,310967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/02-06-2020%20EMB%20Kannada.pdf,NA,NA,NA
03/06/2020,Karnataka,NA,NA,NA,334825,Tested,4063,325686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Karnataka_KoViD19_Broadcast/3790,NA,NA,NA
04/06/2020,Karnataka,NA,NA,NA,347093,Tested,4320,337154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Karnataka_KoViD19_Broadcast/3812,NA,NA,NA
05/06/2020,Karnataka,NA,NA,NA,360720,Tested,4835,349951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Karnataka_KoViD19_Broadcast/3840,NA,NA,NA
06/06/2020,Karnataka,NA,NA,NA,372582,Tested,5213,361382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Karnataka_KoViD19_Broadcast/3864,NA,NA,NA
07/06/2020,Karnataka,NA,NA,NA,384442,Tested,5452,372399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Karnataka_KoViD19_Broadcast/3889,NA,NA,NA
08/06/2020,Karnataka,NA,NA,NA,393221,Tested,5760,380630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Karnataka_KoViD19_Broadcast/3903,NA,NA,NA
09/06/2020,Karnataka,NA,NA,NA,400257,Tested,5921,387027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Karnataka_KoViD19_Broadcast/3936,NA,NA,NA
10/06/2020,Karnataka,NA,NA,NA,408506,Tested,6041,394603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Karnataka_KoViD19_Broadcast/3953,NA,NA,NA
11/06/2020,Karnataka,NA,NA,NA,416506,Tested,6245,402105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/11-06-2020%20HMB%20English.pdf,NA,NA,NA
12/06/2020,Karnataka,NA,NA,NA,426341,Tested,6516,411244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2075,999,NA,196112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/12-06-2020%20HMB%20English.pdf,https://t.me/Covid19india_Auxiliary_Test_Data/491,NA,NA
13/06/2020,Karnataka,NA,NA,NA,436518,Tested,6824,420773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/13-06-2020%20HMB%20English.pdf,NA,NA,NA
14/06/2020,Karnataka,NA,NA,NA,443969,Tested,7000,427608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/14-06-2020%20HMB%20English.pdf,NA,NA,NA
15/06/2020,Karnataka,NA,NA,NA,449331,Tested,7213,432346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Karnataka_KoViD19_Broadcast/4068,NA,NA,NA
16/06/2020,Karnataka,NA,NA,NA,457267,Tested,7530,439654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/16-06-2020%20HMB%20English.pdf,NA,NA,NA
17/06/2020,Karnataka,NA,NA,NA,464798,Tested,7734,446448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Karnataka_KoViD19_Broadcast/4123,NA,NA,NA
18/06/2020,Karnataka,NA,NA,NA,473507,Tested,7944,454476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/18-06-2020%20HMB%20English.pdf,NA,NA,NA
19/06/2020,Karnataka,NA,NA,NA,484060,Tested,8281,464338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/19-06-2020%20HMB%20English.pdf,NA,NA,NA
20/06/2020,Karnataka,NA,NA,NA,493893,Tested,8697,473357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/7792,NA,NA,NA
21/06/2020,Karnataka,NA,NA,NA,506765,Tested,9150,485345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/21-06-2020%20HMB%20English.pdf,NA,NA,NA
22/06/2020,Karnataka,NA,NA,NA,515969,Tested,9399,493921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/22-06-2020%20HMB%20English.pdf,NA,NA,NA
23/06/2020,Karnataka,NA,NA,NA,526538,Tested,9721,503734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/23-06-2020%20HMB%20English.pdf,NA,NA,NA
24/06/2020,Karnataka,NA,NA,NA,539247,Tested,10118,515388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/24-06-2020%20HMB%20English.pdf,NA,NA,NA
25/06/2020,Karnataka,NA,NA,NA,553325,Tested,10560,527731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/25-06-2020%20HMB%20English.pdf,NA,NA,NA
26/06/2020,Karnataka,NA,NA,NA,568058,Tested,11005,541548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Karnataka_KoViD19_Broadcast/4433,NA,NA,NA
27/06/2020,Karnataka,NA,NA,NA,581635,Tested,11923,554095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Karnataka_KoViD19_Broadcast/4471,NA,NA,NA
28/06/2020,Karnataka,NA,NA,NA,595470,Tested,13190,566543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://covid19.karnataka.gov.in/storage/pdf-files/COVID%20Report%2027062020_0500PM_English.pdf,NA,NA,NA
29/06/2020,Karnataka,NA,NA,NA,605159,Tested,14295,575337,NA,NA,42847,All Included,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://drive.google.com/file/d/1PKRBfwUVwsiIGb38KHhIJVfuriiCQ2Mo/view,https://t.me/Karnataka_KoViD19_Broadcast/4554,NA,NA
30/06/2020,Karnataka,NA,NA,NA,620747,Tested,15242,589637,NA,NA,43625,All Included,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://drive.google.com/file/d/1Q1WouElsFsy4rWBIlWPF-eCOmswxFImB/view,https://t.me/Covid19india_Auxiliary_Test_Data/779,NA,NA
01/07/2020,Karnataka,NA,NA,NA,637417,Tested,16514,604822,NA,NA,45258,All Included,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://drive.google.com/file/d/1SMiDsxwGys05AizWPaDV7HXWZxA5E0eN/view,https://t.me/c/1248471072/42378,NA,NA
02/07/2020,Karnataka,NA,NA,NA,653627,Tested,18016,619292,NA,NA,44950,All Included,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DHFWKA/status/1278691238544158720?s=20,https://drive.google.com/file/d/1Yu49g0pRDLU1Dk1V4FcfNsWpiOA-9-vM/view,https://twitter.com/sriramulubjp,NA
03/07/2020,Karnataka,NA,NA,NA,671934,Tested,19710,635582,NA,NA,82082,All Included,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DHFWKA/status/1279062744201703426?s=20,https://covid19.karnataka.gov.in,https://twitter.com/DHFWKA,NA
04/07/2020,Karnataka,NA,NA,NA,689526,Tested,21549,650876,NA,NA,56341,All Included,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DHFWKA/status/1279422756723888128?s=20,https://drive.google.com/file/d/1ha1z8J3ZMWA7Yj3Tcv2WHbYbW4lyQxmA/view,https://twitter.com/DHFWKA,NA
05/07/2020,Karnataka,NA,NA,NA,706425,Tested,23474,665525,NA,NA,53803,All Included,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DHFWKA/status/1279785394444341249?s=20,NA,https://twitter.com/DHFWKA,NA
06/07/2020,Karnataka,NA,NA,NA,722305,Tested,25317,679267,NA,NA,56927,All Included,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DHFWKA/status/1280158417277956096?s=20,NA,https://karunadu.karnataka.gov.in/hfw/kannada/nCovDocs/03-04-2020(English).pdf,NA
07/07/2020,Karnataka,NA,NA,NA,740047,Tested,26815,694816,NA,NA,66795,All Included,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DHFWKA/status/1280510103268007936?s=20,NA,NA,NA
08/07/2020,Karnataka,NA,NA,NA,759181,Tested,28877,711319,NA,NA,60027,All Included,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DHFWKA/status/1280876145898999808?s=20,NA,NA,NA
09/07/2020,Karnataka,NA,NA,NA,779209,Tested,31105,728887,NA,NA,64447,All Included,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DHFWKA/status/1281234415712997376,NA,NA,NA
10/07/2020,Karnataka,NA,NA,NA,798437,Tested,33418,745360,NA,NA,68000,All Included,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DHFWKA/status/1281595873366093825?s=20,https://twitter.com/DHFWKA/status/1281595873366093825?s=20,NA,NA
11/07/2020,Karnataka,NA,NA,NA,819024,Tested,36216,746375,NA,NA,72432,All Included,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DHFWKA/status/1281973010438782976?s=20,NA,NA,NA
12/07/2020,Karnataka,NA,NA,NA,839074,Tested,38843,779609,NA,NA,76791,All Included,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DHFWKA/status/1282323590126489610?s=20,https://t.co/DQE35tHhrA?amp=1,NA,NA
13/07/2020,Karnataka,NA,NA,NA,856148,Tested,41581,793561,NA,NA,82892,All Included,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.co/6oXNB4xA9J?amp=1,https://twitter.com/DHFWKA/status/1282697287219556358?s=20,NA,NA
14/07/2020,Karnataka,NA,NA,NA,879822,Tested,44077,813164,NA,NA,84541,All Included,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.co/vMd7kXkLPi?amp=1,https://twitter.com/DHFWKA/status/1283041832713310208?s=20,NA,NA
15/07/2020,Karnataka,NA,NA,NA,902026,Tested,47253,831246,NA,NA,95078,All Included,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.co/oBtH5R5fau?amp=1,https://twitter.com/DHFWKA/status/1283407901143339010/photo/1,NA,NA
16/07/2020,Karnataka,NA,NA,NA,925477,Tested,51422,850593,NA,NA,97821,All Included,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.co/DVzBKoU2vp?amp=1,https://twitter.com/DHFWKA/status/1283777007109603328?s=20,NA,NA
17/07/2020,Karnataka,NA,NA,NA,953417,Tested,55115,870466,NA,NA,96306,All Included,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DHFWKA/status/1284128020555427841?s=20,NA,NA,NA
18/07/2020,Karnataka,NA,NA,NA,982701,Tested,59652,899016,NA,NA,111661,All Included,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.co/k8ljU61uvp?amp=1,https://twitter.com/DHFWKA/status/1284502770402201600?s=20,NA,NA
19/07/2020,Karnataka,NA,NA,NA,999530,Tested,63772,927945,NA,NA,115765,All Included,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.co/SSTVGQWvam?amp=1,https://twitter.com/DHFWKA/status/1284865320516083714?s=20,NA,NA
20/07/2020,Karnataka,NA,NA,NA,1025420,Tested,67420,958311,NA,NA,116931,All Included,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.co/sVPqLKa89E?amp=1,https://twitter.com/DHFWKA/status/1285230967834251270?s=20,NA,NA
21/07/2020,Karnataka,NA,NA,NA,1051976,Tested,71069,963725,NA,NA,123900,All Included,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.co/MF137QS5Fa?amp=1,https://twitter.com/DHFWKA/status/1285579491998302208?s=20,NA,NA
22/07/2020,Karnataka,NA,NA,NA,1079749,Tested,75833,1002045,NA,NA,126560,All Included,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.co/v4NmoLigYy?amp=1,https://twitter.com/DHFWKA/status/1285928534238736385?s=20,NA,NA
23/07/2020,Karnataka,1072724,37773,NA,1110497,Tested,80863,NA,NA,NA,130399,All Included,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.co/2CTplCHftI?amp=1,https://twitter.com/DHFWKA/status/1286654394872631296?s=20,NA,NA
25/07/2020,Karnataka,1094233,49029,NA,1143262,Tested,90942,NA,NA,NA,136283,All Included,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.co/EyJCVh6vD4?amp=1,https://twitter.com/DHFWKA/status/1287044157257719811?s=20,NA,NA
26/07/2020,Karnataka,1115267,61560,NA,1176827,Tested,96141,NA,NA,NA,138508,All Included,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.co/ZeRghagHVB?amp=1,https://twitter.com/DHFWKA/status/1287379587819741185?s=20,NA,NA
27/07/2020,Karnataka,1133783,71268,NA,1205051,Tested,101465,NA,NA,NA,139411,All Included,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.co/mIz7QDxkJw?amp=1,https://twitter.com/DHFWKA/status/1287747609382342656?s=20,NA,NA
28/07/2020,Karnataka,1155163,87608,NA,1242771,Tested,107001,NA,NA,NA,154459,All Included,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.co/csIwHHS1HX?amp=1,https://twitter.com/DHFWKA/status/1288106094187786240?s=20,NA,NA
