Updated On,State,Total Tested,Tag (Total Tested),Positive,Negative,Unconfirmed,Total People In Quarantine,Tag (People in Quarantine),Total People Released From Quarantine,Num Isolation Beds,Num ICU Beds,Num Ventilators,Corona Enquire Calls,Num Calls State Helpline,Source,Source2,Test positivity rate,Tests per thousand,Tests per million,Population (Source: covid19india),,,
17/04/2020,Uttar Pradesh,24643,Samples Sent,849,23648,146,10841,Institutional,,,,,,,https://t.me/indiacovid/2504?single,,3.45%,0.11,110,,,,
18/04/2020,Uttar Pradesh,28484,Samples Sent,974,27262,248,10234,Institutional,,,,,,,https://t.me/indiacovid/2588,,3.42%,0.13,127,,,,
19/04/2020,Uttar Pradesh,31767,Samples Sent,1100,,,,,,,,,,,https://t.me/c/1248471072/11950,,3.46%,0.14,141,,,,
20/04/2020,Uttar Pradesh,34326,Samples Sent,1184,32874,268,10800,Institutional,,,,,,,https://twitter.com/ANINewsUP/status/1252244640079556609?s=09,,3.45%,0.15,153,,,,
21/04/2020,Uttar Pradesh,37933,Samples Sent,1337,36378,218,11871,Institutional,,,,,,,https://twitter.com/ANINewsUP/status/1252619570222731265?s=19,,3.52%,0.17,169,,,,
22/04/2020,Uttar Pradesh,42192,Samples Sent,1449,40263,480,,,,,,,,,https://twitter.com/ANINewsUP/status/1252986461911052289/photo/1,,3.43%,0.19,188,,,,
23/04/2020,Uttar Pradesh,45483,Samples Sent,1510,43495,478,12032,Institutional,,,,,,,https://t.me/indiacovid/3039?single,,3.32%,0.20,202,,,,
24/04/2020,Uttar Pradesh,53166,Samples Sent,1621,51161,384,11936,Institutional,,,,,,,https://t.me/indiacovid/3111?single,,3.05%,0.24,236,,,,
25/04/2020,Uttar Pradesh,56851,Samples Sent,1793,54216,842,11715,Institutional,,,,,,,https://t.me/indiacovid/3193?single,,3.15%,0.25,253,,,,
26/04/2020,Uttar Pradesh,61799,Samples Sent,1873,58492,984,11363,Institutional,,,,,,,https://twitter.com/qazifarazahmad/status/1254434010375131138?s=19,,3.03%,0.27,275,,,,
27/04/2020,Uttar Pradesh,67145,Samples Sent,1896,64139,1020,11725,Institutional,,,,,,,https://t.me/indiacovid/3405,,2.82%,0.30,298,,,,
28/04/2020,Uttar Pradesh,70307,Samples Sent,2053,67266,988,11487,Institutional,,,,,,,https://t.me/indiacovid/3474,,2.92%,0.31,313,,,,
29/04/2020,Uttar Pradesh,73716,Samples Sent,2134,70436,1146,11748,Institutional,,,,,,,https://t.me/indiacovid/3542,,2.89%,0.33,328,,,,
30/04/2020,Uttar Pradesh,78013,Samples Sent,2211,74864,938,11782,Institutional,,,,,,,https://t.me/indiacovid/3626,,2.83%,0.35,347,,,,
01/05/2020,Uttar Pradesh,82459,Samples Sent,2328,79091,1040,11769,Institutional,,,,,,,https://t.me/indiacovid/3728?single,,2.82%,0.37,367,,,,
02/05/2020,Uttar Pradesh,85729,Samples Sent,2487,82356,886,11518,Institutional,,,,,,,https://t.me/indiacovid/3837?single,,2.90%,0.38,381,,,,
03/05/2020,Uttar Pradesh,95841,Samples Sent,2645,91828,1008,11049,Institutional,,,,,,,https://t.me/indiacovid/3941?single,,2.76%,0.43,426,,,,
04/05/2020,Uttar Pradesh,98300,Samples Sent,2766,94682,852,10970,Institutional,,,,,,,https://t.me/indiacovid/4016?single,,2.81%,0.44,437,,,,
05/05/2020,Uttar Pradesh,105234,Samples Sent,2880,101389,965,11003,Institutional,,,,,,,https://t.me/indiacovid/4075,,2.74%,0.47,468,,,,
06/05/2020,Uttar Pradesh,109888,Samples Sent,2998,106043,847,10797,Institutional,,,,,,,https://t.me/indiacovid/4163,,2.73%,0.49,488,,,,
07/05/2020,Uttar Pradesh,113670,Samples Sent,3071,109628,971,9575,Institutional,,,,,,,https://t.me/indiacovid/4195,,2.70%,0.51,505,,,,
08/05/2020,Uttar Pradesh,119688,Samples Sent,3214,115646,828,8722,Institutional,,,,,,,https://twitter.com/ANINewsUP/status/1258781538587758599?s=19,https://t.me/indiacovid/4299?single,2.69%,0.53,532,,,,
09/05/2020,Uttar Pradesh,124791,Samples Sent,3373,120764,654,9003,Institutional,,,,,,,https://t.me/indiacovid/4398?single,,2.70%,0.55,555,,,,
10/05/2020,Uttar Pradesh,129955,Samples Sent,3467,125696,792,8952,Institutional,,,,,,,https://t.me/indiacovid/4485,,2.67%,0.58,578,,,,
11/05/2020,Uttar Pradesh,135760,Samples Sent,3573,131293,894,9515,Institutional,,,,,,,https://t.me/indiacovid/4555?single,,2.63%,0.60,603,,,,
12/05/2020,Uttar Pradesh,140166,Samples Sent,3664,135754,748,9384,Institutional,,,,,,,https://t.me/indiacovid/4634?single,,2.61%,0.62,623,,,,
13/05/2020,Uttar Pradesh,145637,Samples Sent,3578,141068,811,9510,Institutional,,,,,,,https://t.me/indiacovid/4705?single,,,,,,,,
14/05/2020,Uttar Pradesh,,,,,,,,,,,,,,,,,,,,,,
02/04/2020,Uttarakhand,678,Samples Sent,7,554,117,,,,,,,,,https://www.facebook.com/UKMedicalHealth/photos/a.1666257713623931/2556543367928690/?type=3&theater,,1.03%,0.06,61,11141000,,,
07/04/2020,Uttarakhand,1289,Samples Sent,32,1092,165,176,,,,,,,,,,2.48%,0.12,116,,,,
09/04/2020,Uttarakhand,1531,Samples Sent,35,1235,261,1637,Institutional,,,,,,,http://health.uk.gov.in/files/Health_Bulletin__Uttarakhand_Novel_Corona_Virus_9_April_2020_8.00PM.pdf,,2.29%,0.14,137,,,,
10/04/2020,Uttarakhand,1688,Samples Sent,35,1320,333,3770,Institutional,,,,,,478,http://health.uk.gov.in/files/Health_Bulletin__Uttarakhand_Novel_Corona_Virus_10_April_2020__5_PM.pdf,http://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,2.07%,0.15,152,,,,
11/04/2020,Uttarakhand,1705,Samples Sent,35,1340,330,2693,Institutional,,,,,,480,http://health.uk.gov.in/files/11.04.2020_Daily_Bulletin.pdf,http://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,2.05%,0.15,153,,,,
12/04/2020,Uttarakhand,1820,Samples Sent,35,1452,333,1823,Institutional,,,,,,448,https://m.facebook.com/UKMedicalHealth/photos/pcb.2564454990470861/2564454917137535/?type=3&source=49,,1.92%,0.16,163,,,,
13/04/2020,Uttarakhand,1998,Samples Sent,35,1665,298,1814,Institutional,,,,,,,https://www.facebook.com/UKMedicalHealth/photos/a.1933022463614120/2565229507060076/?type=3&theater,,1.75%,0.18,179,,,,
14/04/2020,Uttarakhand,2174,Samples Sent,35,1838,305,1818,Institutional,,,,,,,https://www.facebook.com/UKMedicalHealth/photos/rpp.1665195163730186/2566043650311995/?type=3&theater,,1.61%,0.20,195,,,,
15/04/2020,Uttarakhand,2413,Samples Sent,37,2022,354,1833,Institutional,,,,,,,http://health.uk.gov.in/files/Corrected-15-04-2020-Health-Bulletin.pdf,,1.53%,0.22,217,,,,
16/04/2020,Uttarakhand,2593,Samples Sent,37,2210,346,1898,Institutional,,,,,,353,https://m.facebook.com/UKMedicalHealth/photos/a.1933022463614120/2567811600135200/?type=3&source=48&__tn__=EH-R,,1.43%,0.23,233,,,,
17/04/2020,Uttarakhand,2831,Samples Sent,40,2420,371,1848,Institutional,,,,,,420,https://m.facebook.com/story.php?story_fbid=2568731796709847&id=1665195163730186&__tn__=%2As%2As-R,,1.41%,0.25,254,,,,
18/04/2020,Uttarakhand,3158,Samples Sent,42,2710,406,2041,Institutional,,,,,,446,https://m.facebook.com/UKMedicalHealth/photos/a.1933022463614120/2569600566622970/?type=3,,1.33%,0.28,283,,,,
19/04/2020,Uttarakhand,3344,Samples Sent,44,3046,255,2153,Institutional,,,,,,,https://m.facebook.com/UKMedicalHealth/photos/a.1933022463614120/2570573469859013/?type=3&source=48,,1.32%,0.30,300,,,,
20/04/2020,Uttarakhand,3677,Samples Sent,46,3228,469,1818,Institutional,,,,,,,http://health.uk.gov.in/files/2020.04.20_Health_Bulletin.pdf,,1.25%,0.33,330,,,,
21/04/2020,Uttarakhand,4061,Samples Sent,46,3445,570,2101,Institutional,,,,,,,http://health.uk.gov.in/files/2020.04.21_Health_Bulletin.pdf,,1.13%,0.36,365,,,,
22/04/2020,Uttarakhand,4275,Samples Sent,46,3664,,,,,856,498,189,,,http://health.uk.gov.in/files/2020.04.22_Health_Bulletin_Summary.pdf,,1.08%,0.38,384,,,,
23/04/2020,Uttarakhand,4473,Samples Sent,47,3879,265,2565,Institutional,,,,,,,http://health.uk.gov.in/files/2020.04.23_Health_Bulletin.pdf,,1.05%,0.40,401,,,,
24/04/2020,Uttarakhand,4767,Samples Sent,48,4239,327,,,,,,,,,http://health.uk.gov.in/files/2020.04.24_Health_Bulletin.pdf,,1.01%,0.43,428,,,,
25/04/2020,Uttarakhand,5194,Samples Sent,48,4423,411,,,,,,,,,https://twitter.com/ANI/status/1254054806567751680,,0.92%,0.47,466,,,,
26/04/2020,Uttarakhand,5277,Samples Sent,50,4675,348,,,,,,,,,http://health.uk.gov.in/files/2020.04.26_Health_Bulletin.pdf,,0.95%,0.47,474,,,,
27/04/2020,Uttarakhand,5463,Samples Sent,51,4912,299,,,,,,,,,http://health.uk.gov.in/files/2020.04.27_Health_Bulletin.pdf,,0.93%,0.49,490,,,,
28/04/2020,Uttarakhand,5739,Samples Sent,52,5212,284,,,,,,,,,https://twitter.com/ANI/status/1255131631137943552?s=09,,0.91%,0.52,515,,,,
29/04/2020,Uttarakhand,6046,Samples Sent,54,5547,208,2218,Facility,,,,,,,http://health.uk.gov.in/files/Health_Bulletin_2020.04.29.pdf,,0.89%,0.54,543,,,,
30/04/2020,Uttarakhand,6565,Samples Sent,57,6100,252,2221,Facility,,,,,,,http://health.uk.gov.in/files/2020.04.30_Health_Bulletin.pdf,,0.87%,0.59,589,,,,
01/05/2020,Uttarakhand,7042,Samples Sent,57,6533,192,2307,Facility,,,,,,,http://health.uk.gov.in/files/2020.05.01_Health_Bulletin.pdf,,0.81%,0.63,632,,,,
02/05/2020,Uttarakhand,7369,Samples Sent,59,6786,258,2862,Facility,,,,,,,http://health.uk.gov.in/files/2020.05.02_Health_Bulletin.pdf,,0.80%,0.66,661,,,,
03/05/2020,Uttarakhand,7578,Samples Sent,60,6986,266,2715,Facility,,,,,,,http://health.uk.gov.in/files/2020.05.03_Health_Bulletin.pdf,,0.79%,0.68,680,,,,
04/05/2020,Uttarakhand,7806,Samples Sent,60,7134,346,2715,Facility,,,,,,,http://health.uk.gov.in/files/2020.05.04_Health_Bulletin.pdf,,0.77%,0.70,701,,,,
05/05/2020,Uttarakhand,8060,Samples Sent,61,7357,367,2464,Facility,,,,,,,http://health.uk.gov.in/files/2020.05.05_Health_Bulletin.pdf,,0.76%,0.72,723,,,,
06/05/2020,Uttarakhand,8346,Samples Sent,61,7698,286,2452,Facility,,,,,,,http://health.uk.gov.in/files/2020.05.06_Health_Bulletin.pdf,,0.73%,0.75,749,,,,
07/05/2020,Uttarakhand,8783,Samples Sent,61,8138,257,3110,Facility,,,,,,,https://twitter.com/ANI/status/1258329513764757504?s=19,https://t.me/indiacovid/4177,0.69%,0.79,788,,,,
08/05/2020,Uttarakhand,9116,Samples Sent,61,8485,230,2687,Facility,,,,,,,https://t.me/indiacovid/4250,,0.67%,0.82,818,,,,
09/05/2020,Uttarakhand,9386,Samples Sent,67,8659,280,2801,Facility,,,,,,,http://health.uk.gov.in/files/2020.05.09_Health_Bulletin.pdf,,0.71%,0.84,842,,,,
10/05/2020,Uttarakhand,9668,Samples Sent,68,8990,194,2514,Facility,,,,,,,http://health.uk.gov.in/files/2020.05.10_Health_Bulletin.pdf,https://t.me/indiacovid/4439,0.70%,0.87,868,,,,
11/05/2020,Uttarakhand,9915,Samples Sent,68,9151,245,2846,Facility,,,,,,,http://health.uk.gov.in/files/2020.05.11_Health_Bulletin.pdf,,0.69%,0.89,890,,,,
12/05/2020,Uttarakhand,10471,Samples Sent,68,9390,436,2805,Facility,,,,,,,http://health.uk.gov.in/files/2020.05.12_Health_Bulletin.pdf,,0.65%,0.94,940,,,,
13/05/2020,Uttarakhand,10792,Samples Sent,70,9750,338,2935,Facility,,,,,,,http://health.uk.gov.in/files/2020.05.13_Health_Bulletin.pdf,,0.65%,0.97,969,,,,
14/05/2020,Uttarakhand,,,,,,,,,,,,,,,,,,,,,,
01/04/2020,West Bengal,659,Tested,37,568,54,,,,,,,,,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_01.04_.2020_.pdf,,5.61%,0.01,7,96906000,,,
04/04/2020,West Bengal,1042,Tested,,,,,,,,,,,,,,0.00%,0.01,11,,,,
06/04/2020,West Bengal,1301,Tested,,,,6889,Institutional,4010,,,,,21775,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_06.04_.2020(1)_.pdf,,0.00%,0.01,13,,,,
07/04/2020,West Bengal,1487,Tested,,,,7997,Institutional,4394,,,,,23969,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_07.04_.2020_.pdf,,0.00%,0.02,15,,,,
09/04/2020,West Bengal,1889,Tested,,,,9905,Institutional,5188,,,,,26025,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_09.04_.2020_.pdf,,0.00%,0.02,19,,,,
10/04/2020,West Bengal,2095,Tested,,,,10468,Institutional,5638,,,,,27068,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_10.04_.2020_.pdf,,0.00%,0.02,22,,,,
11/04/2020,West Bengal,2286,Tested,126,,,10609,Institutional,6329,,,,,28021,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_11.04_.2020_.pdf,https://www.mohfw.gov.in/,5.51%,0.02,24,,,,
12/04/2020,West Bengal,2523,Tested,134,,,10730,Institutional,6734,,,,,29168,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_12.04_.2020_.pdf,https://www.mohfw.gov.in/,5.31%,0.03,26,,,,
13/04/2020,West Bengal,2793,Tested,152,,,11039,Institutional,7081,,,,,30221,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_13.04_.2020_.pdf,https://www.mohfw.gov.in/,5.44%,0.03,29,,,,
14/04/2020,West Bengal,3081,Tested,190,,,11470,Institutional,7341,,,,,31330,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_14.04_.2020_.pdf,https://www.mohfw.gov.in/,6.17%,0.03,32,,,,
15/04/2020,West Bengal,3470,Tested,213,,,12086,Institutional,7729,,,,,32417,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_15.04_.2020_.pdf,https://www.mohfw.gov.in/,6.14%,0.04,36,,,,
16/04/2020,West Bengal,3811,Tested,231,,,12196,Institutional,8281,,,,,33400,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_16.04_.2020_.pdf,https://www.mohfw.gov.in/,6.06%,0.04,39,,,,
17/04/2020,West Bengal,4212,Tested,255,,,12691,Institutional,8780,,,,,34424,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_17.04_.2020_.pdf,https://www.mohfw.gov.in/,6.05%,0.04,43,,,,
18/04/2020,West Bengal,4630,Tested,287,,,12998,Institutional,9140,,,,,35447,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_18.04_.2020_.pdf,https://www.mohfw.gov.in/,6.20%,0.05,48,,,,
19/04/2020,West Bengal,5045,Tested,310,,,13560,Institutional,9598,,,,,36487,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_19.04_.2020_.pdf,https://www.mohfw.gov.in/,6.14%,0.05,52,,,,
20/04/2020,West Bengal,5469,Tested,339,,,14330,Institutional,9870,,,,,37508,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_20.04_.2020_.pdf,https://www.mohfw.gov.in/,6.20%,0.06,56,,,,
21/04/2020,West Bengal,6182,Tested,392,,,15259,Institutional,10243,,,,,38554,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_21.04_.2020_.pdf,,6.34%,0.06,64,,,,
22/04/2020,West Bengal,7037,Tested,423,,,15784,Institutional,11089,,,,,39597,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_22.04_.2020_.pdf,https://www.mohfw.gov.in/,6.01%,0.07,73,,,,
23/04/2020,West Bengal,7990,Tested,456,,,16278,Institutional,11380,,,,,40605,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_23.04_.2020_.pdf,https://www.mohfw.gov.in/,5.71%,0.08,82,,,,
24/04/2020,West Bengal,8933,Tested,514,,,16766,Institutional,11576,,,,,41724,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_24.04_.2020_.pdf,https://www.mohfw.gov.in/,5.75%,0.09,92,,,,
25/04/2020,West Bengal,9880,Tested,571,,,17233,Institutional,12018,,,,,42858,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_25.04_.2020_.pdf,https://www.mohfw.gov.in/,5.78%,0.10,102,,,,
26/04/2020,West Bengal,10893,Tested,611,,,17733,Institutional,12369,,,,,43892,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_26.04_.2020_.pdf,https://www.mohfw.gov.in/,5.61%,0.11,112,,,,
27/04/2020,West Bengal,12043,Tested,649,,,18024,Institutional,12577,,,,,44954,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_27.04_.2020_.pdf,https://www.mohfw.gov.in/,5.39%,0.12,124,,,,
28/04/2020,West Bengal,13223,Tested,697,,,18416,Institutional,13028,,,,,45928,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_28.04_.2020_.pdf,https://www.mohfw.gov.in/,5.27%,0.14,136,,,,
29/04/2020,West Bengal,14620,Tested,725,,,18882,Institutional,13443,,,,,46971,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_29.04_.2020_.pdf,https://www.mohfw.gov.in/,4.96%,0.15,151,,,,
30/04/2020,West Bengal,16525,Tested,758,,,19301,Institutional,14013,,,,,48070,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_30.04_.2020_.pdf,https://www.mohfw.gov.in/,4.59%,0.17,171,,,,
01/05/2020,West Bengal,18566,Tested,,,,,Institutional,,,,,,49252,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_01.05_.2020_.pdf,,0.00%,0.19,192,,,,
02/05/2020,West Bengal,20976,Tested,795,,,,Institutional,,,,,,50461,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_02.05_.2020_.pdf,https://www.mohfw.gov.in/,3.79%,0.22,216,,,,
03/05/2020,West Bengal,22915,Tested,922,,,,Institutional,,,,,,51493,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_03.05_.2020_.pdf,https://www.mohfw.gov.in/,4.02%,0.24,236,,,,
04/05/2020,West Bengal,25116,Tested,1259,,,,Government,,788,860,271,,,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_4TH_MAY_FINAL.pdf,https://twitter.com/ANI/status/1257318909599813632,5.01%,0.26,259,,,,
05/05/2020,West Bengal,27571,Tested,1344,,,,Government,,,860,271,,,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_5TH_MAY_FINAL.pdf,,4.87%,0.28,285,,,,
06/05/2020,West Bengal,30141,Tested,1456,,,,Government,,,860,271,,,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_6TH_MAY_FINAL.pdf,,4.83%,0.31,311,,,,
07/05/2020,West Bengal,32752,Tested,1548,,,,Government,,,907,392,,,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_7TH_MAY_FINAL.pdf,,4.73%,0.34,338,,,,
08/05/2020,West Bengal,35767,Tested,1678,,,,Government,,,907,392,,,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_8th_MAY_FINAL.pdf,,4.69%,0.37,369,,,,
09/05/2020,West Bengal,39368,Tested,1786,,,,Government,,,907,392,,,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_9th_MAY_REPORT_FINAL.pdf,,4.54%,0.41,406,,,,
10/05/2020,West Bengal,43414,Tested,1939,,,,Government,,,907,392,,,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_10th_MAY_REPORT_FINAL.pdf,,4.47%,0.45,448,,,,
11/05/2020,West Bengal,47615,Tested,2063,,,6689,Government,19945,,907,392,,,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_11th_MAY_REPORT_FINAL.pdf,,4.33%,0.49,491,,,,
12/05/2020,West Bengal,52622,Tested,2173,,,6978,Government,21022,,907,392,,,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_12th_MAY_REPORT_FINAL.pdf,,4.13%,0.54,543,,,,
13/05/2020,West Bengal,57632,,2290,,,8146,Government,21794,,907,392,,,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_13th_MAY_REPORT_FINAL.pdf,,3.97%,0.59,595,,,,
