Updated On,State,"RT-PCR Test(Includes TrueNat,CBNAAT,CRISPR)",RAT(Rapid Antigen Test),Other Tests,Total Tested,Tag (Total Tested),Positive,Negative,Unconfirmed,Cumulative People In Quarantine,Total People Currently in Quarantine...12,Tag (People in Quarantine),Total People Released From Quarantine,Total People Currently in Quarantine...15,Tag(People in Quarantine),Cumulative People in Home Isolation,Total People Currently in Isolation,Tag(People in Isolation),People released from Home Isolation,"Cases outside Home Isolation i.e Institutional Isolation,Hospital Etc.",Cumulative People in Surveillance,Total People Currently in Surveillance,Tag(People in Surveillance),People released from Surveillance,Cumilative People in Observation,People released from Observation,People on ICU Beds,People on Ventilator,People on O2 Beds,Beds Occupied(Normal/Isolation),Total Num ICU Beds,Total Num Ventilators,Total Num of O2 Beds,Total Num Beds (Normal/Isolation),Total PPE,Total N95 Masks,COVID Enquiry Calls,Number of Containment Zones,Cumuilative Number of Symptomatic Cases,Cumuilative Number of Asymptomatic Cases,Unknown(Nature of Cases),Tag(Nature of Cases),Male(Confirmed Cases),Female(Confirmed Cases),Transgender(Confirmed Cases),Unknown(Confirmed Cases),Male(Deceased Cases),Female(Deceased Cases),Transgender(Deceased Cases),Unknown(Deceased Cases),Source1,Source2,Source3
26/06/2020,Ladakh,NA,NA,NA,13636,Samples Collected,946,11563,435,NA,534,Facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.facebook.com/114874993303412/photos/pcb.192529798871264/192529685537942/?type=3&__tn__=HH-R&eid=ARDJ4qqD28K9wEMi5apHUkHcxrOw1bjLBtJRgffkraL-qZ5vuPwqVOhw6SsmCfpyONSzhjQTLxf4QHsf&__xts__%5B0%5D=68.ARBh4MJ9LTHH2C2AdgrAqmpT-YANMYluj9w2ziI6-CkXXQKgT-V4LH_xxrDCvNR56uYlnObc-7ztuSerWiA23PeehFx_snal4K6fM_ow6XVt_-A-OaolCnbK9Dkstpm7jR9ly-m7x9r51ATIYMSG0s4GLK4e9aO8sq9JBiyRz2p_KutwX3fUO_2ebffhcWYIEMi7a5U3fAWWdxBrc4tMmWc4ZP76WzfLFmEeabncSOIm662HqgBftAbeuah3fcRGuUdQz4dsSKodOz-hNNwjpvWXxLFzy7JD5b9D0lGUepOUKaujU6_fk-noYgm8ASbZHe-WmVOPIkvSkeEXa8WwYOM,NA,NA
27/06/2020,Ladakh,NA,NA,NA,13717,Samples Collected,960,11775,269,NA,526,Facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.facebook.com/114874993303412/photos/pcb.192785895512321/192785738845670/?type=3&__tn__=HH-R&eid=ARBSQHVxwNtUqr8oxqz0kSjrNkfR0k_sOg0g4wnT7mZrvNMn-wJIyzFXL3Xac47LaNRfbdV-BQwjdppg&__xts__%5B0%5D=68.ARBht_JYDEZbXPAJmC7SbIKg5SPJxALIbWU4O-QIMBvOpc5tw6EUee0PaJIFAb4TjMSH-7LHXkKRZYs2CInmSxPzTMXIcBX_FnBCH0_e7biM5Y7IOt4Zu34Df9OLG1IL1mU4tjqFbjGOoOjm9i5R_qXTxkrhALNIVgEnAgct6mSlElLh8vjBCNhje5AOnSbVRcegji_ep-PCRSR3Z_bSonLtdqlhO4x3MwxVlUoUBIygj8CiUN2vanUQJXXhdAMvaMFK7E1qBujLgGCV3HmKxmlyxRyw2G0vELRylbgSSetUTrwZqvt5BJThNMSCVi2KxT4FJkThvvU8jfor009i1FU,NA,NA
29/06/2020,Ladakh,NA,NA,NA,13886,Samples Collected,964,11880,290,NA,526,Facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.facebook.com/114874993303412/photos/pcb.193334518790792/193334378790806/?type=3&__tn__=HH-R&eid=ARB8xf74Q_H7aYdv9zT6fZnr6qbmS7T8OqAkZjYCQh72axatU8OrqUQg36v4UrQ78YOVFO_1sz3Ux4lF&__xts__%5B0%5D=68.ARCRi6J2vdXItDM_pkr5J-0xZz0TSEeB51_x-3h1yL5M7fLfLxGEFSozbAoKn6HfdISYKS0xxXQ1qyOV6j4JOrjCJuUWpOViPXLKWPc15SVcyyNtjtIH-UBmYaFaj1DMMwWCec5x_XFGyQlQbw-mIvgSeb1yrYU09W3PS_iWAuPwrvA9Vzcioh4JqM5AuZXmRM9yEHktVCAOSxBs_76h7Q6yAQWAtQmQyW4eAUkVlwMiGFgFULchPD6raZf9N1AKsuTyzsHFgzTsgNiXqqxjWXyR7U182XjvxVCQrYxWV5sC2ntGEmMip77GAggxRbn2xnlKBVsZqZsq5DzIDHxY9Uo,NA,NA
01/07/2020,Ladakh,NA,NA,NA,14076,Samples Collected,990,12095,232,NA,487,Facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.facebook.com/114874993303412/photos/pcb.194002695390641/194002515390659/?type=3&__tn__=HH-R&eid=ARDBmAAdyzYYnmmy2D42571HhH__BKu02fASW8XP0Wve48jVjJJ2vPVmxFbHwKLCSFqE-JumT1Jw8Mwb&__xts__%5B0%5D=68.ARBv1A-D99cIJg92-ThrpdtgBSR97_TyDWno5Hcxm0quO8vqOopNNxc9HYHs45phmzyyVesacP8_UBboLvZ-SeTM-IFSEwERJyPO4wTE3vZzROW-r2ogZGMqgmKY8OqvVfN1KxAWH02gqRoKE4KfGrFjgCWgxQbGicjC_8rF1gEMp9Da5DlKZV7mA_pE1jHpSa4s03Ak5BYQQQ-umC6jLFCHDT-XbFUMOe6yr2efkNnOWMm8t14cA05-8euMJH4ILNywBXu6buJiSCCe96YCoyORcRGepbcQMkPOW3b-4qaWz7NN8aQKrxtgkRNSrEDLy7X4uurFuwMJhP1sSUfrlyM,NA,NA
02/07/2020,Ladakh,NA,NA,NA,14272,Samples Collected,990,12142,363,NA,487,Facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.facebook.com/114874993303412/photos/pcb.194309242026653/194309088693335/?type=3&__tn__=HH-R&eid=ARDN2NDbWBm41AO8yMnwHj1bxK7d-ud9xQ0gSp0BsCjJPxxcYaoRHGTQQv2jN8cKlO9VU2TvbIRbRHYB&__xts__%5B0%5D=68.ARDIPX86ElEETVxNqTtvnFGr4A5OqKkjJth2ciZNQB63vtri9SadaDnvzNCf4H0vr-TSoPm6R4Zg77rJHt2zJvkzQujLme-GV99zMeJKdGpW0U4LejF9ZusjXq9oUzbO2NVaugT3EmD9fp-VJrew2koFLxKqP6qqMftL5vvb22dU4_HgRY9NOlkHyPwuNMgO6JRS77zgilftL-Az1mxPvkSpQxgop_SefcJrbKT7uDYGXPWBkBbbyO67s7VJBEsBSyhPmbp52ad_294NCPo-gAqPndKgHAMGYDbyArxpsHzVSfW_AImiwZ0wNnaTb7vdasqR-nnQ9rkshb2JC_XV0tI,NA,NA
03/07/2020,Ladakh,NA,NA,NA,14361,Samples Collected,1001,12274,289,NA,475,Facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.facebook.com/114874993303412/photos/pcb.194577081999869/194577055333205/?type=3&__tn__=HH-R&eid=ARDSIgt7gA4DAQiH782EI015hrzP1BJnHtm_tAjZnxGsUUhHV86Qe_2sdPsp1015TqBiyE2JvSeP4RhQ&__xts__%5B0%5D=68.ARBqqZ3Nowj-wzencx9B9KKnvJ6ATzrIT6Wd3oZKPQ1FZKwUgS0HF-hmwXel-OZY7nesZvZc1ep39WubcTobYTmaC2wT9NM4rpJy-IWX1lXETRNpcXn4jbfVEbjMdV7mXlFQuKpn6lJUafqcmqT5rQtsBxqN0eYwNq9ZKideLPkNvhfhkSLKZH-9OXUUHv_OERg1R8RenJYccps6ebrLBhKtk1nrgUw-zttNNKj6cmHeYrSezRCbk2yD3rBwtuePxOtlHwZEEAKldrTg_YVr4I-ToH__Ks_MwC0vUJA79JNIN6pgI-8xToanx5JODiI8GXnudKQcTm4pxW-eZglmTDI,NA,NA
04/07/2020,Ladakh,NA,NA,NA,14537,Samples Collected,1005,12304,415,NA,475,Facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.facebook.com/114874993303412/photos/pcb.194889705301940/194889571968620/?type=3&__tn__=HH-R&eid=ARAl4oUF2l01jAHZa8yLTucj3wPFBNOnrJurBXmH_yQzNt6xqjfpYK5D7qORLCv8Mr55r1oToGBgyLmz&__xts__%5B0%5D=68.ARDn4iKqq2U-kJj8wZEuJZziz14Dl2Gzhpz6oEDlxM-546bvm8h1hqJRUX7c8tqPwZrqip4eMrrMM2lSOj2Z5Oem164tDgERRwdSLUA0-t1YcaHt_aN6yOWxiOmeGtB15oA8ya8Z6wx-OTtMT0_AiDaQ_uuaPi0_sESSPrPWCyB3k4YWXx8PJ-uzIzNMhctBDtsrl5v7YQP3rp5O60KTAQn-2viIDLJDG9MAiUkUPOBB5ZUciaI2HapsUHZ3W2b9JshLPReEtUAq-50n5091vefjps5KM-It6Zhzh7Q5P8EpJjvwdw-bpQzF6IBmuwPuG-246q9X2bXkkU0Sd-1fQTw,NA,NA
05/07/2020,Ladakh,NA,NA,NA,14537,Samples Collected,1005,12319,397,NA,475,Facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.facebook.com/114874993303412/photos/pcb.195173891940188/195173731940204/?type=3&__tn__=HH-R&eid=ARC3UK-c4nwNWgdqP00_qPT4S4favYbPczP7iCPqoNCJC26EyEtpCtByPT4xGjZ9O4owr5AfUouQcGhH&__xts__%5B0%5D=68.ARCtmZM5jHF_7uEUk8tCVZj5DswU6iW60PObS9yfxIDxpeywCHLSBgluYGHhSwzMVxK9SKNNEbmET3OdOWYn9PQIMdHLQB4MO0VcKhc_4AVG_tT6dVkBOMg2hy_486BIsnJEZ-ytiaXSXRMHwYZk60wDzMjkzxaSkmN41pr-UIvbeN5LXNYwBMHK1EISbn13KMlI6vbyZRUJu6e2SO9W9s7uHhtnx1F2Q_7bWowIMVX-BgEjkgRO0V6m7euajLxMxdeASjnLRhiucPOp0jzM1GZohB9p_-1bIg6gbDs4G2xogP7TCIEr2MN58_jBIC8up3rzpT4D1QzUMLO5ij_8r-Q,NA,NA
07/07/2020,Ladakh,NA,NA,NA,14833,Samples Collected,1041,12557,417,NA,367,Facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.facebook.com/Department-of-Information-Public-Relations-Leh-Ladakh-114874993303412/photos/pcb.195737875217123/195737768550467,NA,NA
08/07/2020,Ladakh,NA,NA,NA,14938,Samples Collected,1047,12659,399,NA,367,Facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.facebook.com/114874993303412/photos/pcb.196008438523400/196008415190069/?type=3&__tn__=HH-R&eid=ARCiAlJaxDBU1V0zY2UrebORHJ66TczvHM8kej58R3-Bn1e3WZ6b3a8nMPNqdCDx4Gxlq8BE0mRtilsN&__xts__%5B0%5D=68.ARDiu5DN7w5k_kh6tdz8DnoP8OdYY-mvnx3lHhkZ9BVUF2GRQfSfDKl_WCyOEkIjf-KZGLfikkxzJuHYCpqWS5UTl6eMiplcxYEJZOW6l3JZ9rFUx4TzgSdyp9LKsV0yjKbS4G3M3ItqMulCykWIg_p7B43B2EhkDel5gH0Zs0MTGrFfWCsVpC2KD4Bozb6rW3tqcN9ZMr1z3KTCv5UrkbkzMEvXPJaEu5Fy_X8XQ5pn5jn5vgGLMHBsjuTnKghqtBylkckyNiPGL5PWIx2UlJG3TZsqc6FgcL8nCy9pwtsYjke1UXKAyr8uIdHBrCmsOpwUtp7ZUx7yIsPPWq689Gg,NA,NA
09/07/2020,Ladakh,NA,NA,NA,15067,Samples Collected,1055,12763,354,NA,367,Facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.facebook.com/114874993303412/photos/pcb.196280625162848/196280588496185/?type=3&__tn__=HH-R&eid=ARCijyiZ0bsuciMQPy8J86D0di8qTr8970kisVPtDG0v_gDi4b49XORJ1gw357Q20XMPcIwx_S-7fcYG&__xts__%5B0%5D=68.ARBPPt-lRBQ0lxDiwLS1Qa4dfOcB6r6z3CIUkExBnxSp4RMdoS6TLojBm4JyQNlJGMbNKUHDOYF5fU4O9ph98HHwOFyT_IQ63o9Io6VDYPe9qCP6DwnWpp5ib_LiHuSqTUbcXcI0Nj1Q_4PnNwporMYa5DdwiKc5iGjKz_f9gkFkI1GuhJ_bk_Nc-drCohRf_DPKNNPI8LCvIM7cRVybYZzvbwgT9Mli--cilFASglfM60FOviqop0fMUlQubK60xknW6XdlO1TFtCdBHAtsZ_jcLfhC0FfOur5EacldGcZxPvvBkyxTSW2PZd6ho701S_pbx_39d4suDbD1nCXxdO8,NA,NA
10/07/2020,Ladakh,NA,NA,NA,15186,Samples Collected,1064,12869,344,NA,367,Facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.facebook.com/114874993303412/photos/pcb.196555325135378/196555231802054/?type=3&__tn__=HH-R&eid=ARBpEXYksPTP54JvO_78tZUqiSkfttCw1ORzA5vak6i58dGS9n5YOfWjki82RwVRmc_PwYKdkhEG7Bsk&__xts__%5B0%5D=68.ARDSbEMlH7Yasn9fMg4ki026c21_G4Y_kto3_4aGxpaZonJb9oFSC0IYm4Hp7tLZxDx0cDoFrrS828eEIwtddlrp0Ydmf8b3P_wTzDB_RLAvNZG9167QC11komP8CYHNla-HMP6POQozjwE3vZSFE_Eo7UM_cdi8Xi6MTAtz_bvBTUJFePsJlV0WKEOAYIoNCb5mWgSQYYkKJ9sHNbtiWOZoeu-WHNwowfv0HDHYaS2jXvFIi6SNFw8C7AKPe_80ZW4FTl4uCC0vVWwHcz1ggTh2U-Qsz2UqEytY6pJFRocxdEwtZ91PNeeAj8LUzrF1YA0C9C_Ozf_FLl7GddErCq0,NA,NA
11/07/2020,Ladakh,NA,NA,NA,15293,Samples Collected,1077,12940,354,NA,367,Facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.facebook.com/114874993303412/photos/pcb.196835021774075/196834985107412/?type=3&__tn__=HH-R&eid=ARC8iATh8f5J_FdoMssRjyJ-GtxEGOnDMv8IgSc60pNZwH2fAU2sN0d7ua2c-7CTlvbXGADkPX6M5DMJ&__xts__%5B0%5D=68.ARCohJnoNeMUgssvMqGO4gRuyy3ZzlDc0XcU2tUUKGUkkuCkpr2XFJ5Cn63lVLITGjV-0CHSAyvit4lrxl5_vkv7oDB7HynWkUYwK31UsFHM9jZa8zA_VKAO_vbwgcr9vPxs_1NTByEtO6LCgE2_qjIINRTFVV9jh41MP5aGwih8_3A12ig3b2Na2wKx8fDUU4EUlTYywoD5fQJcI354-eRJA6HPoe2NMSk6h5jQOHutR3P6eQm0Jt0TvN-lv20dzQtoYKFxrroOjo7zBAbCoNuOBfKG3Pjyz45wmySGTn_NN6GC9Q0zz1XnlBPLKiNTTmHFWiekyX1rOJcf7l1HEkY,NA,NA
12/07/2020,Ladakh,NA,NA,NA,15295,Samples Collected,1086,13011,269,NA,367,Facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.facebook.com/114874993303412/photos/pcb.197140181743559/197140031743574/?type=3&__tn__=HH-R&eid=ARBh433IdNYjI-HzYHIlrell4G2stbb4NtgNRb8e1CD6AdyaNA6HHLNqqjUrh1zENYEy7uJwqXFkGlA5&__xts__%5B0%5D=68.ARAlL_uiprTLpgxd7giH1r9N6-H26fZQ1imc4egt7u1XC-2LdD37U6bf7eBkyPi8l486SQDGpwJc1n7mPPG2NcPlrpaADXn6FQKVkhfWPHRSHjiRJLcEF1Ym84guYbxUt7CT8tuXp6qZ71-4pHRKnbGe6uw1GZU6s7IsVmHwO_FvbkI_B-qgNkWOMOkcqJXsN16AQCydehsy5rGJSak8s22IVX0KYDhl9Vi1KN9mpqCpzLpNrqz8oPQr-_LMEWcAcVVu62KG2P1HSrrLBz8Nh3vvgOf64qtBVyPRJYKDYltgmicYiZHTQPL8O4WrOiefZApQ9oyJbziu8UpLApVQQ3g,NA,NA
13/07/2020,Ladakh,NA,NA,NA,15393,Samples Collected,1093,13084,280,NA,367,Facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.facebook.com/114874993303412/photos/pcb.197394235051487/197394078384836/?type=3&__tn__=HH-R&eid=ARD8P1qtbx1Ik860OvBEv-Fwk_yY8BPQsFvAnn8i-BsWXGWl-qKCL3C4LXnW-PxXEcTomz0WBvfBeNxf&__xts__%5B0%5D=68.ARBGAhaDS0G9FKHENAk0cdPa0gLG2i9reG3JNVMCNttKRhKxOf0X3p1By2AHRJHwhJVuuZ_Ixb7UXy-qi-ZkvOsbXRI147AhtBkfBYwzAZpjdWhLspnOJuFALwS1mNxD-A__o_PvnZo9E9QFYHVSomI5dXAztv81dicjCjmHR6Dn9x_8-cC3E6txnrxvSCiDD7RBn61MTpWUIfbb9cGLn4M5o_AlBXmTNmiEweCXmIqHxhnvhWM4t2miKx5UgR5Koyl1_upY9CzESwtUzyZwWdkP7uJxTeYkJtKP_cs52kwIYUYKUDEUJaV3PJz3jMk3_SC-onKxVoVSiOoVcRfTYfs,NA,NA
14/07/2020,Ladakh,NA,NA,NA,15603,Samples Collected,1128,13147,389,NA,367,Facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.facebook.com/114874993303412/photos/pcb.197686535022257/197686511688926/?type=3&__tn__=HH-R&eid=ARCxRKdi41linN5GuF8RpqAaiUnTbEQO2z7-bMvGxrp-JBdy7eG4_5UBM5uhYYv6dNq3jljTNahyWASJ&__xts__%5B0%5D=68.ARDEbR_RoM8RW32e1hIA9SyRUxoe8xfXx9w3YCc-TyPMR4gcSeKn30Hl5l_BkffZRl_-qH7iq0WzFYbP_nIzsWQmDH6ELrRH3i7r63ytp7xzntGpSSIlrJQWH4xiljTAC4t_eaMXF1Y1pPKNTT2bXTDWlJV1Q1Z6Lq8AgpQH38em_MIvdHKQpOsLyS5U5wQUis1OFuNpmHfac5oZjpAYxh7AJoCui9_OEA7nYo_PyFdO1oVVoz1HAVfAXhz-fCnsLUBjO5WxBMIDEZaXNMtBazv-tInJ6W2eFuMJcGPqBNFwZmod4YR50FS9WoBWhfx6NinCYsgAxV5F_U-3ftyTUwQ,NA,NA
16/07/2020,Ladakh,NA,NA,NA,15830,Samples Collected,1147,13341,391,NA,367,Facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.facebook.com/114874993303412/photos/pcb.198226401634937/198226294968281/?type=3&__tn__=HH-R&eid=ARCsd_7gNHMoak8k7XwcbFmpoGfOHvFI-cgxxXkVbccg2xTp0S4gQw09FmZL5A3_ilc9UaJxARIy2xfX&__xts__%5B0%5D=68.ARA51LRHsf9wgJutg_iV0DoCrDYKxB3w2WPoBQIqCw7JJYhxDRk4Wg93omxDi02sI_4kWjnbbxgfvnCZS_7kJC1BrpXXp9kbsg4noy-YwiWXmsiaK6tYsCy_O0swtu4dsvUjpBs9Xi0K82MX6vLBt49AAxXcawMj1u7lqPNeWSOXFfrNcMLMFmpBLooRUEWBilA-4npXfytEMfJ7Iunf8d3F8vDsxMQmpaRxeubDXRwgPw6e-tnGwTvW4-qXY9jF35lhhgo1-HilM8XPwavmaepvEBClNUazI93d71ny7faPQFKRg3NYVEQzGqLrw4rEoPkeG2u6X02fuxBk7g7sFqc,NA,NA
18/07/2020,Ladakh,NA,NA,NA,16192,Samples Collected,1159,13476,600,NA,367,Facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.facebook.com/114874993303412/photos/pcb.198809264909984/198809164909994/?type=3&__tn__=HH-R&eid=ARCN5AkbGZIcUsE5ZDdQhdF9vGM1y6SHfOjFlgtqYLrmtHPEi9fHeUdAvOnDOww-n6ph_1geT70VPKVp&__xts__%5B0%5D=68.ARDunYdYZBzZ2m21q4V0ip4M2og4_0VHJ6MGpaZfMktRbWJUPNuWtww7zm6r_MxQCNDGZIX7o0-3GgoOdmV9uQkvKO2e-0cPcYJP5y-PIjSPlcrJlLBNDutx0thi47IS0zhPkDFV0jgmn7ZANOiGTfwOTYWNXUUEc1y6d9YxnpDAxbRSYkAiFLNj3q1NZsWAOlgwilV-0iw7aYpPgWGJ3CO4C0RQfMzRFH4cAmTuJXuKLAFKYzefCkmA-hHk6astb64PKmQqIZ7sknbgWFyd-Xh2ybxUzJJmPQoDD9M-j25580k-oTctI8ryLndNMFrVz3yWzKOuupn7yWTrK0D5igU,NA,NA
19/07/2020,Ladakh,NA,NA,NA,16225,Samples Collected,1178,13665,423,NA,367,Facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.facebook.com/114874993303412/photos/pcb.199063588217885/199063538217890/?type=3&__tn__=HH-R&eid=ARAo-wMJbdulA_r5cD1O5EfmkCZe1vc4BRpw3z_syvMLR4r8nbl00kWoWlcj6TIiTeDSP8hiGO0_bsqX&__xts__%5B0%5D=68.ARBLpP_gWnJCknbgKXi82oipy425TVRP3VNFuCuO7T0TYTrGjM0jil8HwFEW77o6unkoyOEKBV2CjOxfcMlS6SOrKN94LKIOCiuL900eiOuzeTkqVjZ7YYaWzWr88dVgbR20nsuj_mJLUIZS50hHeDawJ2czTKYA_s_52L8_tGhqg8QKX5xu1wI_W9paMT9OAqNcLhhZgRkh5ZJtgLSjrO8MuXs0nMkt8CtRUkbjgM2CxZ1_-oU95xzhNTOMUMjGhe0Awxhe9cCAw28r4uEGqIS6kT5sDcV9So8wDOx1xNZNcb0IFHov_SpHZekGaMqk4oAeflzh_984ZsbxQ7UROvA,NA,NA
20/07/2020,Ladakh,NA,NA,NA,16467,Samples Collected,1195,13712,588,NA,367,Facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.facebook.com/114874993303412/photos/pcb.199335308190713/199335248190719/?type=3&__tn__=HH-R&eid=ARD1ljQtz2a-OiCBm_4DdbouJg1oI0y8qvhe4-iKxHTv93E0DRQx-0rY28FdTNMpMpf01o6kQ7Zm7y3c&__xts__%5B0%5D=68.ARAIZNzjKKumOplffof-aWVvmeFdxEc_wRx5N0SfFKjUMY7xEjLwyI45WWGJdUx9M-uNNnkusabaFhr4zF-bEr3g57iI0GP3YW0AYkToyLrRhBt7BuWfe3kZ44P_Hqfsk8H0vGKAmS5GQHjViUsvabta1zpCHQOJS6A8km4Sr8kR_wGg0x5T_UjOLCdBkqkuoXGx1yCNpAqHpEUAg5goIoFVRMYHVuZ-dFDmoSXAnd-kfF5_HipSNoWDHYqxLl3-QZwL18qB7Ft1kIK3si7RYy81q_6lc2unwBEvdT15u7bnEXNrgNAHeMrPrqgTlltmJTchmKSoJWPwY4I2O3AmNhw,NA,NA
21/07/2020,Ladakh,NA,NA,NA,16639,Samples Collected,1198,NA,NA,NA,367,Facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.facebook.com/114874993303412/photos/a.115759546548290/199591934831717/?type=3&eid=ARBl4NNDdHpdA3eSWWHbARLPal98FSuhU7IKcfumqG0Tq4lJ6gSFBA4WaF5Cim22b_L0fXASJKH0sihq&__xts__%5B0%5D=68.ARDSA760-PColy1IcEwE5hyj0ItuKGzcvNwsEaMWdfs2UT4Se9sc0yqRgKyMeij310GDrsW5A1aDrrssVktTQBKyqWa317OTwK8CJE3KwEY2RNTkgUPYttkpUb8xGz5p32q2oYKnHxpOG9dfBNr5-y-2rBwXrVbE1cFmYiJODaig90y6TLecKczSGjB4aLAFVvwLYW7BU7179jN9Id3PNRj9v-RiX8Jt6xEpp5ChnxtKWaBeI7PMe83LJyPTOHy-tuDL6-yLsdgo_grd-WVAjQSgOntHafunYjDwEEW4pGIoCifvM0MnaYl2FZR4vu6bmAcXdSaLqjS4rqyXFEr_UgI&__tn__=EHH-R,NA,NA
